SKDI_01G0010	XP_056085810.1
SKDI_15G2880	XP_056085149.1
SKDI_15G2890	XP_056085150.1
SKDI_15G2900	XP_056085151.1
SKDI_15G2910	XP_056085152.1
SKDI_15G2920	XP_056085153.1
SKDI_15G2940	XP_056085154.1
SKDI_15G2950	XP_056085155.1
SKDI_15G2960	XP_056085156.1
SKDI_15G2970	XP_056085157.1
SKDI_15G2980	XP_056085158.1
SKDI_15G2990	XP_056085159.1
SKDI_15G3000	XP_056085160.1
SKDI_15G3010	XP_056085161.1
SKDI_15G3020	XP_056085162.1
SKDI_15G3030	XP_056085163.1
SKDI_15G3040	XP_056085164.1
SKDI_15G3050	XP_056085165.1
SKDI_15G3060	XP_056085166.1
SKDI_15G3070	XP_056085167.1
SKDI_15G3080	XP_056085168.1
SKDI_15G3110	XP_056085169.1
SKDI_15G3120	XP_056085170.1
SKDI_15G3130	XP_056085171.1
SKDI_15G3140	XP_056085172.1
SKDI_15G3150	XP_056085173.1
SKDI_15G3160	XP_056085174.1
SKDI_15G3170	XP_056085175.1
SKDI_15G3180	XP_056085176.1
SKDI_15G3190	XP_056085177.1
SKDI_15G3200	XP_056085178.1
SKDI_15G3210	XP_056085179.1
SKDI_15G3220	XP_056085180.1
SKDI_15G3230	XP_056085181.1
SKDI_15G3240	XP_056085182.1
SKDI_15G3250	XP_056085183.1
SKDI_15G3260	XP_056085184.1
SKDI_15G3270	XP_056085185.1
SKDI_15G3280	XP_056085186.1
SKDI_15G3290	XP_056085187.1
SKDI_15G3290	XP_056085187.1
SKDI_15G3300	XP_056085188.1
SKDI_15G3310	XP_056085189.1
SKDI_15G3320	XP_056085190.1
SKDI_15G3330	XP_056085191.1
SKDI_15G3340	XP_056085192.1
SKDI_15G3350	XP_056085193.1
SKDI_15G3360	XP_056085194.1
SKDI_15G3370	XP_056085195.1
SKDI_15G3380	XP_056085196.1
SKDI_15G3390	XP_056085197.1
SKDI_15G3400	XP_056085198.1
SKDI_15G3410	XP_056085199.1
SKDI_15G3420	XP_056085200.1
SKDI_15G3430	XP_056085201.1
SKDI_15G3450	XP_056085202.1
SKDI_15G3460	XP_056085203.1
SKDI_15G3470	XP_056085204.1
SKDI_15G3480	XP_056085205.1
SKDI_15G3490	XP_056085206.1
SKDI_15G3500	XP_056085207.1
SKDI_15G3510	XP_056085208.1
SKDI_15G3520	XP_056085209.1
SKDI_15G3530	XP_056085210.1
SKDI_15G3540	XP_056085211.1
SKDI_15G3550	XP_056085212.1
SKDI_15G3560	XP_056085213.1
SKDI_15G3570	XP_056085214.1
SKDI_15G3580	XP_056085215.1
SKDI_15G3590	XP_056085216.1
SKDI_15G3600	XP_056085217.1
SKDI_15G3610	XP_056085218.1
SKDI_15G3620	XP_056085219.1
SKDI_15G3630	XP_056085220.1
SKDI_15G3640	XP_056085221.1
SKDI_15G3650	XP_056085222.1
SKDI_15G3660	XP_056085223.1
SKDI_15G3670	XP_056085224.1
SKDI_15G3680	XP_056085225.1
SKDI_15G3690	XP_056085226.1
SKDI_15G3700	XP_056085227.1
SKDI_15G3710	XP_056085228.1
SKDI_15G3720	XP_056085229.1
SKDI_15G3730	XP_056085230.1
SKDI_15G3740	XP_056085231.1
SKDI_15G3750	XP_056085232.1
SKDI_15G3750	XP_056085232.1
SKDI_15G3760	XP_056085233.1
SKDI_15G3770	XP_056085234.1
SKDI_15G3780	XP_056085235.1
SKDI_15G3800	XP_056085236.1
SKDI_15G3810	XP_056085237.1
SKDI_15G3820	XP_056085238.1
SKDI_15G3830	XP_056085239.1
SKDI_15G3840	XP_056085240.1
SKDI_15G3850	XP_056085241.1
SKDI_15G3860	XP_056085242.1
SKDI_15G3880	XP_056085243.1
SKDI_15G3890	XP_056085244.1
SKDI_15G3900	XP_056085245.1
SKDI_15G3910	XP_056085246.1
SKDI_15G3920	XP_056085247.1
SKDI_15G3930	XP_056085248.1
SKDI_15G3940	XP_056085249.1
SKDI_15G3950	XP_056085250.1
SKDI_15G3960	XP_056085251.1
SKDI_15G3970	XP_056085252.1
SKDI_15G3980	XP_056085253.1
SKDI_15G3990	XP_056085254.1
SKDI_15G4000	XP_056085255.1
SKDI_15G4010	XP_056085256.1
SKDI_15G4020	XP_056085257.1
SKDI_15G4030	XP_056085258.1
SKDI_15G4040	XP_056085259.1
SKDI_15G4050	XP_056085260.1
SKDI_15G4060	XP_056085261.1
SKDI_15G4070	XP_056085262.1
SKDI_15G4080	XP_056085263.1
SKDI_15G4090	XP_056085264.1
SKDI_15G4100	XP_056085265.1
SKDI_15G4110	XP_056085266.1
SKDI_15G4120	XP_056085267.1
SKDI_15G4130	XP_056085268.1
SKDI_15G4150	XP_056085269.1
SKDI_15G4160	XP_056085270.1
SKDI_15G4170	XP_056085271.1
SKDI_15G4180	XP_056085272.1
SKDI_15G4200	XP_056085273.1
SKDI_15G4210	XP_056085274.1
SKDI_15G4220	XP_056085275.1
SKDI_15G4230	XP_056085276.1
SKDI_15G4240	XP_056085277.1
SKDI_15G4250	XP_056085278.1
SKDI_15G4260	XP_056085279.1
SKDI_15G4270	XP_056085280.1
SKDI_15G4280	XP_056085281.1
SKDI_15G4290	XP_056085282.1
SKDI_15G4300	XP_056085283.1
SKDI_15G4300	XP_056085283.1
SKDI_15G4310	XP_056085284.1
SKDI_15G4320	XP_056085285.1
SKDI_15G4330	XP_056085286.1
SKDI_15G4340	XP_056085287.1
SKDI_15G4350	XP_056085288.1
SKDI_15G4360	XP_056085289.1
SKDI_15G4370	XP_056085290.1
SKDI_15G4380	XP_056085291.1
SKDI_15G4400	XP_056085292.1
SKDI_15G4410	XP_056085293.1
SKDI_15G4420	XP_056085294.1
SKDI_15G4430	XP_056085295.1
SKDI_15G4440	XP_056085296.1
SKDI_15G4450	XP_056085297.1
SKDI_15G4460	XP_056085298.1
SKDI_15G4480	XP_056085299.1
SKDI_15G4490	XP_056085300.1
SKDI_15G4500	XP_056085301.1
SKDI_15G4500	XP_056085301.1
SKDI_15G4510	XP_056085302.1
SKDI_15G4530	XP_056085303.1
SKDI_15G4540	XP_056085304.1
SKDI_15G4550	XP_056085305.1
SKDI_15G4560	XP_056085306.1
SKDI_15G4570	XP_056085307.1
SKDI_15G4580	XP_056085308.1
SKDI_15G4590	XP_056085309.1
SKDI_15G4600	XP_056085310.1
SKDI_15G4610	XP_056085311.1
SKDI_15G4620	XP_056085312.1
SKDI_15G4630	XP_056085313.1
SKDI_15G4640	XP_056085314.1
SKDI_15G4650	XP_056085315.1
SKDI_15G4660	XP_056085316.1
SKDI_15G4680	XP_056085317.1
SKDI_15G4690	XP_056085318.1
SKDI_15G4710	XP_056085319.1
SKDI_15G4720	XP_056085320.1
SKDI_15G4730	XP_056085321.1
SKDI_15G4740	XP_056085322.1
SKDI_15G4750	XP_056085323.1
SKDI_15G4760	XP_056085324.1
SKDI_15G4770	XP_056085325.1
SKDI_15G4780	XP_056085326.1
SKDI_15G4790	XP_056085327.1
SKDI_15G4800	XP_056085328.1
SKDI_15G4810	XP_056085329.1
SKDI_15G4820	XP_056085330.1
SKDI_15G4830	XP_056085331.1
SKDI_15G4840	XP_056085332.1
SKDI_15G4850	XP_056085333.1
SKDI_15G4860	XP_056085334.1
SKDI_15G4870	XP_056085335.1
SKDI_15G4880	XP_056085336.1
SKDI_15G4890	XP_056085337.1
SKDI_15G4900	XP_056085338.1
SKDI_15G4910	XP_056085339.1
SKDI_15G4920	XP_056085340.1
SKDI_15G4930	XP_056085341.1
SKDI_15G4940	XP_056085342.1
SKDI_15G4950	XP_056085343.1
SKDI_15G4960	XP_056085344.1
SKDI_15G4970	XP_056085345.1
SKDI_15G4980	XP_056085346.1
SKDI_15G4990	XP_056085347.1
SKDI_15G5000	XP_056085348.1
SKDI_15G5010	XP_056085349.1
SKDI_15G5020	XP_056085350.1
SKDI_15G5030	XP_056085351.1
SKDI_15G5040	XP_056085352.1
SKDI_15G5050	XP_056085353.1
SKDI_15G5060	XP_056085354.1
SKDI_15G5070	XP_056085355.1
SKDI_15G5080	XP_056085356.1
SKDI_15G5090	XP_056085357.1
SKDI_15G5100	XP_056085358.1
SKDI_15G5110	XP_056085359.1
SKDI_15G5120	XP_056085360.1
SKDI_15G5140	XP_056085361.1
SKDI_15G5150	XP_056085362.1
SKDI_15G5160	XP_056085363.1
SKDI_15G5170	XP_056085364.1
SKDI_15G5180	XP_056085365.1
SKDI_15G5190	XP_056085366.1
SKDI_15G5200	XP_056085367.1
SKDI_15G5210	XP_056085368.1
SKDI_15G5220	XP_056085369.1
SKDI_15G5230	XP_056085370.1
SKDI_16G0010	XP_056085371.1
SKDI_16G0020	XP_056085372.1
SKDI_16G0030	XP_056085373.1
SKDI_16G0040	XP_056085374.1
SKDI_16G0050	XP_056085375.1
SKDI_16G0060	XP_056085376.1
SKDI_16G0070	XP_056085377.1
SKDI_16G0080	XP_056085378.1
SKDI_16G0090	XP_056085379.1
SKDI_16G0100	XP_056085380.1
SKDI_16G0110	XP_056085381.1
SKDI_16G0120	XP_056085382.1
SKDI_16G0130	XP_056085383.1
SKDI_16G0140	XP_056085384.1
SKDI_16G0150	XP_056085385.1
SKDI_16G0160	XP_056085386.1
SKDI_16G0170	XP_056085387.1
SKDI_16G0180	XP_056085388.1
SKDI_16G0190	XP_056085389.1
SKDI_16G0200	XP_056085390.1
SKDI_16G0210	XP_056085391.1
SKDI_16G0220	XP_056085392.1
SKDI_16G0230	XP_056085393.1
SKDI_16G0240	XP_056085394.1
SKDI_16G0250	XP_056085395.1
SKDI_16G0260	XP_056085396.1
SKDI_16G0280	XP_056085397.1
SKDI_16G0290	XP_056085398.1
SKDI_16G0290	XP_056085398.1
SKDI_16G0300	XP_056085399.1
SKDI_16G0310	XP_056085400.1
SKDI_16G0320	XP_056085401.1
SKDI_16G0330	XP_056085402.1
SKDI_16G0340	XP_056085403.1
SKDI_16G0350	XP_056085404.1
SKDI_16G0360	XP_056085405.1
SKDI_16G0370	XP_056085406.1
SKDI_16G0380	XP_056085407.1
SKDI_16G0390	XP_056085408.1
SKDI_16G0410	XP_056085409.1
SKDI_16G0420	XP_056085410.1
SKDI_16G0430	XP_056085411.1
SKDI_16G0440	XP_056085412.1
SKDI_16G0450	XP_056085413.1
SKDI_16G0460	XP_056085414.1
SKDI_16G0470	XP_056085415.1
SKDI_16G0480	XP_056085416.1
SKDI_16G0490	XP_056085417.1
SKDI_16G0500	XP_056085418.1
SKDI_16G0510	XP_056085419.1
SKDI_16G0520	XP_056085420.1
SKDI_16G0530	XP_056085421.1
SKDI_16G0540	XP_056085422.1
SKDI_16G0550	XP_056085423.1
SKDI_16G0560	XP_056085424.1
SKDI_16G0580	XP_056085425.1
SKDI_16G0590	XP_056085426.1
SKDI_16G0600	XP_056085427.1
SKDI_16G0610	XP_056085428.1
SKDI_16G0610	XP_056085428.1
SKDI_16G0620	XP_056085429.1
SKDI_16G0630	XP_056085430.1
SKDI_16G0640	XP_056085431.1
SKDI_16G0650	XP_056085432.1
SKDI_16G0660	XP_056085433.1
SKDI_16G0670	XP_056085434.1
SKDI_16G0680	XP_056085435.1
SKDI_16G0690	XP_056085436.1
SKDI_16G0700	XP_056085437.1
SKDI_16G0710	XP_056085438.1
SKDI_16G0720	XP_056085439.1
SKDI_16G0730	XP_056085440.1
SKDI_16G0740	XP_056085441.1
SKDI_16G0750	XP_056085442.1
SKDI_16G0760	XP_056085443.1
SKDI_16G0770	XP_056085444.1
SKDI_16G0780	XP_056085445.1
SKDI_16G0790	XP_056085446.1
SKDI_16G0800	XP_056085447.1
SKDI_16G0800	XP_056085447.1
SKDI_16G0800	XP_056085447.1
SKDI_16G0810	XP_056085448.1
SKDI_16G0820	XP_056085449.1
SKDI_16G0830	XP_056085450.1
SKDI_16G0840	XP_056085451.1
SKDI_16G0850	XP_056085452.1
SKDI_16G0860	XP_056085453.1
SKDI_16G0870	XP_056085454.1
SKDI_16G0880	XP_056085455.1
SKDI_16G0890	XP_056085456.1
SKDI_16G0900	XP_056085457.1
SKDI_16G0910	XP_056085458.1
SKDI_16G0920	XP_056085459.1
SKDI_16G0930	XP_056085460.1
SKDI_16G0940	XP_056085461.1
SKDI_16G0950	XP_056085462.1
SKDI_16G0960	XP_056085463.1
SKDI_16G0970	XP_056085464.1
SKDI_16G0980	XP_056085465.1
SKDI_16G0990	XP_056085466.1
SKDI_16G1000	XP_056085467.1
SKDI_16G1010	XP_056085468.1
SKDI_16G1020	XP_056085469.1
SKDI_16G1030	XP_056085470.1
SKDI_16G1040	XP_056085471.1
SKDI_16G1050	XP_056085472.1
SKDI_16G1060	XP_056085473.1
SKDI_16G1070	XP_056085474.1
SKDI_16G1080	XP_056085475.1
SKDI_16G1090	XP_056085476.1
SKDI_16G1100	XP_056085477.1
SKDI_16G1110	XP_056085478.1
SKDI_16G1120	XP_056085479.1
SKDI_16G1130	XP_056085480.1
SKDI_16G1140	XP_056085481.1
SKDI_16G1150	XP_056085482.1
SKDI_16G1160	XP_056085483.1
SKDI_16G1170	XP_056085484.1
SKDI_16G1180	XP_056085485.1
SKDI_16G1190	XP_056085486.1
SKDI_16G1200	XP_056085487.1
SKDI_16G1210	XP_056085488.1
SKDI_16G1220	XP_056085489.1
SKDI_16G1230	XP_056085490.1
SKDI_16G1240	XP_056085491.1
SKDI_16G1250	XP_056085492.1
SKDI_16G1260	XP_056085493.1
SKDI_16G1270	XP_056085494.1
SKDI_16G1280	XP_056085495.1
SKDI_16G1290	XP_056085496.1
SKDI_16G1300	XP_056085497.1
SKDI_16G1310	XP_056085498.1
SKDI_16G1320	XP_056085499.1
SKDI_16G1330	XP_056085500.1
SKDI_16G1330	XP_056085500.1
SKDI_16G1340	XP_056085501.1
SKDI_16G1350	XP_056085502.1
SKDI_16G1360	XP_056085503.1
SKDI_16G1370	XP_056085504.1
SKDI_16G1380	XP_056085505.1
SKDI_16G1400	XP_056085506.1
SKDI_16G1420	XP_056085507.1
SKDI_16G1430	XP_056085508.1
SKDI_16G1440	XP_056085509.1
SKDI_16G1450	XP_056085510.1
SKDI_16G1460	XP_056085511.1
SKDI_16G1465	XP_056085512.1
SKDI_16G1465	XP_056085512.1
SKDI_16G1470	XP_056085513.1
SKDI_16G1480	XP_056085514.1
SKDI_16G1490	XP_056085515.1
SKDI_16G1500	XP_056085516.1
SKDI_16G1510	XP_056085517.1
SKDI_16G1520	XP_056085518.1
SKDI_16G1530	XP_056085519.1
SKDI_16G1540	XP_056085520.1
SKDI_16G1550	XP_056085521.1
SKDI_16G1560	XP_056085522.1
SKDI_16G1570	XP_056085523.1
SKDI_16G1580	XP_056085524.1
SKDI_16G1590	XP_056085525.1
SKDI_16G1600	XP_056085526.1
SKDI_16G1610	XP_056085527.1
SKDI_16G1630	XP_056085528.1
SKDI_16G1640	XP_056085529.1
SKDI_16G1650	XP_056085530.1
SKDI_16G1660	XP_056085531.1
SKDI_16G1660	XP_056085531.1
SKDI_16G1670	XP_056085532.1
SKDI_16G1680	XP_056085533.1
SKDI_16G1690	XP_056085534.1
SKDI_16G1700	XP_056085535.1
SKDI_16G1710	XP_056085536.1
SKDI_16G1720	XP_056085537.1
SKDI_16G1730	XP_056085538.1
SKDI_16G1740	XP_056085539.1
SKDI_16G1750	XP_056085540.1
SKDI_16G1760	XP_056085541.1
SKDI_16G1770	XP_056085542.1
SKDI_16G1780	XP_056085543.1
SKDI_16G1790	XP_056085544.1
SKDI_16G1800	XP_056085545.1
SKDI_16G1810	XP_056085546.1
SKDI_16G1820	XP_056085547.1
SKDI_16G1830	XP_056085548.1
SKDI_16G1840	XP_056085549.1
SKDI_16G1850	XP_056085550.1
SKDI_16G1850	XP_056085550.1
SKDI_16G1860	XP_056085551.1
SKDI_16G1870	XP_056085552.1
SKDI_16G1880	XP_056085553.1
SKDI_16G1890	XP_056085554.1
SKDI_16G1900	XP_056085555.1
SKDI_16G1910	XP_056085556.1
SKDI_16G1920	XP_056085557.1
SKDI_16G1930	XP_056085558.1
SKDI_16G1935	XP_056085559.1
SKDI_16G1935	XP_056085559.1
SKDI_16G1940	XP_056085560.1
SKDI_16G1940	XP_056085560.1
SKDI_16G1950	XP_056085561.1
SKDI_16G1960	XP_056085562.1
SKDI_16G1970	XP_056085563.1
SKDI_16G1980	XP_056085564.1
SKDI_16G1980	XP_056085564.1
SKDI_16G1990	XP_056085565.1
SKDI_16G2000	XP_056085566.1
SKDI_16G2010	XP_056085567.1
SKDI_16G2020	XP_056085568.1
SKDI_16G2030	XP_056085569.1
SKDI_16G2040	XP_056085570.1
SKDI_16G2050	XP_056085571.1
SKDI_16G2060	XP_056085572.1
SKDI_16G2070	XP_056085573.1
SKDI_16G2080	XP_056085574.1
SKDI_16G2090	XP_056085575.1
SKDI_16G2100	XP_056085576.1
SKDI_16G2110	XP_056085577.1
SKDI_16G2120	XP_056085578.1
SKDI_16G2130	XP_056085579.1
SKDI_16G2140	XP_056085580.1
SKDI_16G2150	XP_056085581.1
SKDI_16G2160	XP_056085582.1
SKDI_16G2170	XP_056085583.1
SKDI_16G2190	XP_056085584.1
SKDI_16G2200	XP_056085585.1
SKDI_16G2210	XP_056085586.1
SKDI_16G2220	XP_056085587.1
SKDI_16G2230	XP_056085588.1
SKDI_16G2240	XP_056085589.1
SKDI_16G2250	XP_056085590.1
SKDI_16G2260	XP_056085591.1
SKDI_16G2270	XP_056085592.1
SKDI_16G2280	XP_056085593.1
SKDI_16G2290	XP_056085594.1
SKDI_16G2300	XP_056085595.1
SKDI_16G2310	XP_056085596.1
SKDI_16G2320	XP_056085597.1
SKDI_16G2330	XP_056085598.1
SKDI_16G2340	XP_056085599.1
SKDI_16G2350	XP_056085600.1
SKDI_16G2360	XP_056085601.1
SKDI_16G2370	XP_056085602.1
SKDI_16G2370	XP_056085602.1
SKDI_16G2380	XP_056085603.1
SKDI_16G2390	XP_056085604.1
SKDI_16G2400	XP_056085605.1
SKDI_16G2410	XP_056085606.1
SKDI_16G2420	XP_056085607.1
SKDI_16G2430	XP_056085608.1
SKDI_16G2440	XP_056085609.1
SKDI_16G2450	XP_056085610.1
SKDI_16G2460	XP_056085611.1
SKDI_16G2470	XP_056085612.1
SKDI_16G2480	XP_056085613.1
SKDI_16G2490	XP_056085614.1
SKDI_16G2500	XP_056085615.1
SKDI_16G2510	XP_056085616.1
SKDI_16G2520	XP_056085617.1
SKDI_16G2530	XP_056085618.1
SKDI_16G2540	XP_056085619.1
SKDI_16G2550	XP_056085620.1
SKDI_16G2560	XP_056085621.1
SKDI_16G2570	XP_056085622.1
SKDI_16G2580	XP_056085623.1
SKDI_16G2590	XP_056085624.1
SKDI_16G2600	XP_056085625.1
SKDI_16G2610	XP_056085626.1
SKDI_16G2620	XP_056085627.1
SKDI_16G2630	XP_056085628.1
SKDI_16G2640	XP_056085629.1
SKDI_16G2650	XP_056085630.1
SKDI_16G2660	XP_056085631.1
SKDI_16G2670	XP_056085632.1
SKDI_16G2680	XP_056085633.1
SKDI_16G2690	XP_056085634.1
SKDI_16G2700	XP_056085635.1
SKDI_16G2710	XP_056085636.1
SKDI_16G2720	XP_056085637.1
SKDI_16G2730	XP_056085638.1
SKDI_16G2740	XP_056085639.1
SKDI_16G2750	XP_056085640.1
SKDI_16G2760	XP_056085641.1
SKDI_16G2770	XP_056085642.1
SKDI_16G2770	XP_056085642.1
SKDI_16G2780	XP_056085643.1
SKDI_16G2790	XP_056085644.1
SKDI_16G2800	XP_056085645.1
SKDI_16G2810	XP_056085646.1
SKDI_16G2820	XP_056085647.1
SKDI_16G2830	XP_056085648.1
SKDI_16G2840	XP_056085649.1
SKDI_16G2850	XP_056085650.1
SKDI_16G2860	XP_056085651.1
SKDI_16G2870	XP_056085652.1
SKDI_16G2880	XP_056085653.1
SKDI_16G2890	XP_056085654.1
SKDI_16G2900	XP_056085655.1
SKDI_16G2910	XP_056085656.1
SKDI_16G2920	XP_056085657.1
SKDI_16G2930	XP_056085658.1
SKDI_16G2930	XP_056085658.1
SKDI_16G2940	XP_056085659.1
SKDI_16G2950	XP_056085660.1
SKDI_16G2960	XP_056085661.1
SKDI_16G2970	XP_056085662.1
SKDI_16G2980	XP_056085663.1
SKDI_16G2990	XP_056085664.1
SKDI_16G3000	XP_056085665.1
SKDI_16G3010	XP_056085666.1
SKDI_16G3020	XP_056085667.1
SKDI_16G3030	XP_056085668.1
SKDI_16G3050	XP_056085669.1
SKDI_16G3060	XP_056085670.1
SKDI_16G3070	XP_056085671.1
SKDI_16G3080	XP_056085672.1
SKDI_16G3080	XP_056085672.1
SKDI_16G3090	XP_056085673.1
SKDI_16G3100	XP_056085674.1
SKDI_16G3110	XP_056085675.1
SKDI_16G3120	XP_056085676.1
SKDI_16G3130	XP_056085677.1
SKDI_16G3150	XP_056085678.1
SKDI_16G3160	XP_056085679.1
SKDI_16G3170	XP_056085680.1
SKDI_16G3180	XP_056085681.1
SKDI_16G3190	XP_056085682.1
SKDI_16G3200	XP_056085683.1
SKDI_16G3210	XP_056085684.1
SKDI_16G3230	XP_056085685.1
SKDI_16G3240	XP_056085686.1
SKDI_16G3250	XP_056085687.1
SKDI_16G3260	XP_056085688.1
SKDI_16G3260	XP_056085688.1
SKDI_16G3270	XP_056085689.1
SKDI_16G3280	XP_056085690.1
SKDI_16G3290	XP_056085691.1
SKDI_16G3300	XP_056085692.1
SKDI_16G3310	XP_056085693.1
SKDI_16G3320	XP_056085694.1
SKDI_16G3325	XP_056085695.1
SKDI_16G3330	XP_056085696.1
SKDI_16G3340	XP_056085697.1
SKDI_16G3350	XP_056085698.1
SKDI_16G3370	XP_056085699.1
SKDI_16G3390	XP_056085700.1
SKDI_16G3400	XP_056085701.1
SKDI_16G3410	XP_056085702.1
SKDI_16G3420	XP_056085703.1
SKDI_16G3430	XP_056085704.1
SKDI_16G3440	XP_056085705.1
SKDI_16G3450	XP_056085706.1
SKDI_16G3460	XP_056085707.1
SKDI_16G3470	XP_056085708.1
SKDI_16G3490	XP_056085709.1
SKDI_16G3500	XP_056085710.1
SKDI_16G3510	XP_056085711.1
SKDI_16G3520	XP_056085712.1
SKDI_16G3530	XP_056085713.1
SKDI_16G3540	XP_056085714.1
SKDI_16G3550	XP_056085715.1
SKDI_16G3560	XP_056085716.1
SKDI_16G3560	XP_056085716.1
SKDI_16G3570	XP_056085717.1
SKDI_16G3580	XP_056085718.1
SKDI_16G3590	XP_056085719.1
SKDI_16G3600	XP_056085720.1
SKDI_16G3610	XP_056085721.1
SKDI_16G3620	XP_056085722.1
SKDI_16G3630	XP_056085723.1
SKDI_16G3640	XP_056085724.1
SKDI_16G3650	XP_056085725.1
SKDI_16G3660	XP_056085726.1
SKDI_16G3670	XP_056085727.1
SKDI_16G3680	XP_056085728.1
SKDI_16G3690	XP_056085729.1
SKDI_16G3700	XP_056085730.1
SKDI_16G3710	XP_056085731.1
SKDI_16G3720	XP_056085732.1
SKDI_16G3730	XP_056085733.1
SKDI_16G3740	XP_056085734.1
SKDI_16G3750	XP_056085735.1
SKDI_16G3760	XP_056085736.1
SKDI_16G3770	XP_056085737.1
SKDI_16G3780	XP_056085738.1
SKDI_16G3790	XP_056085739.1
SKDI_16G3810	XP_056085740.1
SKDI_16G3820	XP_056085741.1
SKDI_16G3840	XP_056085742.1
SKDI_16G3850	XP_056085743.1
SKDI_16G3860	XP_056085744.1
SKDI_16G3870	XP_056085745.1
SKDI_16G3880	XP_056085746.1
SKDI_16G3880	XP_056085746.1
SKDI_16G3890	XP_056085747.1
SKDI_16G3900	XP_056085748.1
SKDI_16G3910	XP_056085749.1
SKDI_16G3920	XP_056085750.1
SKDI_16G3930	XP_056085751.1
SKDI_16G3940	XP_056085752.1
SKDI_16G3950	XP_056085753.1
SKDI_16G3960	XP_056085754.1
SKDI_16G3970	XP_056085755.1
SKDI_16G3980	XP_056085756.1
SKDI_16G3990	XP_056085757.1
SKDI_16G4000	XP_056085758.1
SKDI_16G4005	XP_056085759.1
SKDI_16G4010	XP_056085760.1
SKDI_16G4020	XP_056085761.1
SKDI_16G4030	XP_056085762.1
SKDI_16G4040	XP_056085763.1
SKDI_16G4060	XP_056085764.1
SKDI_16G4070	XP_056085765.1
SKDI_16G4070	XP_056085765.1
SKDI_16G4080	XP_056085766.1
SKDI_16G4090	XP_056085767.1
SKDI_16G4100	XP_056085768.1
SKDI_16G4110	XP_056085769.1
SKDI_16G4120	XP_056085770.1
SKDI_16G4130	XP_056085771.1
SKDI_16G4140	XP_056085772.1
SKDI_16G4150	XP_056085773.1
SKDI_16G4160	XP_056085774.1
SKDI_16G4170	XP_056085775.1
SKDI_16G4180	XP_056085776.1
SKDI_16G4190	XP_056085777.1
SKDI_16G4200	XP_056085778.1
SKDI_16G4210	XP_056085779.1
SKDI_16G4220	XP_056085780.1
SKDI_16G4230	XP_056085781.1
SKDI_16G4240	XP_056085782.1
SKDI_16G4250	XP_056085783.1
SKDI_16G4250	XP_056085783.1
SKDI_16G4270	XP_056085784.1
SKDI_16G4280	XP_056085785.1
SKDI_16G4290	XP_056085786.1
SKDI_16G4300	XP_056085787.1
SKDI_16G4310	XP_056085788.1
SKDI_16G4320	XP_056085789.1
SKDI_16G4330	XP_056085790.1
SKDI_16G4340	XP_056085791.1
SKDI_16G4350	XP_056085792.1
SKDI_16G4360	XP_056085793.1
SKDI_16G4370	XP_056085794.1
SKDI_16G4380	XP_056085795.1
SKDI_16G4390	XP_056085796.1
SKDI_16G4400	XP_056085797.1
SKDI_16G4410	XP_056085798.1
SKDI_16G4420	XP_056085799.1
SKDI_16G4420	XP_056085799.1
SKDI_16G4430	XP_056085800.1
SKDI_16G4440	XP_056085801.1
SKDI_16G4450	XP_056085802.1
SKDI_16G4460	XP_056085803.1
SKDI_16G4470	XP_056085804.1
SKDI_16G4480	XP_056085805.1
SKDI_16G4490	XP_056085806.1
SKDI_16G4500	XP_056085807.1
SKDI_16G4510	XP_056085808.1
SKDI_16G4520	XP_056085809.1
