SMKI_01G0010	XP_056080164.1
SMKI_15G2690	XP_056079545.1
SMKI_15G2700	XP_056079546.1
SMKI_15G2710	XP_056079547.1
SMKI_15G2720	XP_056079548.1
SMKI_15G2730	XP_056079549.1
SMKI_15G2740	XP_056079550.1
SMKI_15G2750	XP_056079551.1
SMKI_15G2760	XP_056079552.1
SMKI_15G2770	XP_056079553.1
SMKI_15G2780	XP_056079554.1
SMKI_15G2790	XP_056079555.1
SMKI_15G2800	XP_056079556.1
SMKI_15G2810	XP_056079557.1
SMKI_15G2830	XP_056079558.1
SMKI_15G2840	XP_056079559.1
SMKI_15G2850	XP_056079560.1
SMKI_15G2860	XP_056079561.1
SMKI_15G2870	XP_056079562.1
SMKI_15G2880	XP_056079563.1
SMKI_15G2890	XP_056079564.1
SMKI_15G2900	XP_056079565.1
SMKI_15G2910	XP_056079566.1
SMKI_15G2920	XP_056079567.1
SMKI_15G2930	XP_056079568.1
SMKI_15G2940	XP_056079569.1
SMKI_15G2950	XP_056079570.1
SMKI_15G2960	XP_056079571.1
SMKI_15G2970	XP_056079572.1
SMKI_15G2980	XP_056079573.1
SMKI_15G2990	XP_056079574.1
SMKI_15G3000	XP_056079575.1
SMKI_15G3010	XP_056079576.1
SMKI_15G3020	XP_056079577.1
SMKI_15G3030	XP_056079578.1
SMKI_15G3040	XP_056079579.1
SMKI_15G3050	XP_056079580.1
SMKI_15G3060	XP_056079581.1
SMKI_15G3090	XP_056079582.1
SMKI_15G3100	XP_056079583.1
SMKI_15G3110	XP_056079584.1
SMKI_15G3120	XP_056079585.1
SMKI_15G3130	XP_056079586.1
SMKI_15G3140	XP_056079587.1
SMKI_15G3150	XP_056079588.1
SMKI_15G3160	XP_056079589.1
SMKI_15G3170	XP_056079590.1
SMKI_15G3180	XP_056079591.1
SMKI_15G3190	XP_056079592.1
SMKI_15G3200	XP_056079593.1
SMKI_15G3210	XP_056079594.1
SMKI_15G3220	XP_056079595.1
SMKI_15G3230	XP_056079596.1
SMKI_15G3240	XP_056079597.1
SMKI_15G3250	XP_056079598.1
SMKI_15G3260	XP_056079599.1
SMKI_15G3270	XP_056079600.1
SMKI_15G3270	XP_056079600.1
SMKI_15G3280	XP_056079601.1
SMKI_15G3290	XP_056079602.1
SMKI_15G3300	XP_056079603.1
SMKI_15G3310	XP_056079604.1
SMKI_15G3320	XP_056079605.1
SMKI_15G3330	XP_056079606.1
SMKI_15G3340	XP_056079607.1
SMKI_15G3350	XP_056079608.1
SMKI_15G3360	XP_056079609.1
SMKI_15G3370	XP_056079610.1
SMKI_15G3380	XP_056079611.1
SMKI_15G3390	XP_056079612.1
SMKI_15G3400	XP_056079613.1
SMKI_15G3410	XP_056079614.1
SMKI_15G3420	XP_056079615.1
SMKI_15G3430	XP_056079616.1
SMKI_15G3440	XP_056079617.1
SMKI_15G3450	XP_056079618.1
SMKI_15G3460	XP_056079619.1
SMKI_15G3470	XP_056079620.1
SMKI_15G3480	XP_056079621.1
SMKI_15G3490	XP_056079622.1
SMKI_15G3500	XP_056079623.1
SMKI_15G3510	XP_056079624.1
SMKI_15G3520	XP_056079625.1
SMKI_15G3530	XP_056079626.1
SMKI_15G3540	XP_056079627.1
SMKI_15G3550	XP_056079628.1
SMKI_15G3560	XP_056079629.1
SMKI_15G3570	XP_056079630.1
SMKI_15G3580	XP_056079631.1
SMKI_15G3590	XP_056079632.1
SMKI_15G3600	XP_056079633.1
SMKI_15G3610	XP_056079634.1
SMKI_15G3620	XP_056079635.1
SMKI_15G3630	XP_056079636.1
SMKI_15G3640	XP_056079637.1
SMKI_15G3650	XP_056079638.1
SMKI_15G3660	XP_056079639.1
SMKI_15G3670	XP_056079640.1
SMKI_15G3680	XP_056079641.1
SMKI_15G3690	XP_056079642.1
SMKI_15G3700	XP_056079643.1
SMKI_15G3710	XP_056079644.1
SMKI_15G3720	XP_056079645.1
SMKI_15G3730	XP_056079646.1
SMKI_15G3730	XP_056079646.1
SMKI_15G3740	XP_056079647.1
SMKI_15G3750	XP_056079648.1
SMKI_15G3760	XP_056079649.1
SMKI_15G3780	XP_056079650.1
SMKI_15G3790	XP_056079651.1
SMKI_15G3800	XP_056079652.1
SMKI_15G3810	XP_056079653.1
SMKI_15G3820	XP_056079654.1
SMKI_15G3830	XP_056079655.1
SMKI_15G3840	XP_056079656.1
SMKI_15G3860	XP_056079657.1
SMKI_15G3870	XP_056079658.1
SMKI_15G3880	XP_056079659.1
SMKI_15G3890	XP_056079660.1
SMKI_15G3900	XP_056079661.1
SMKI_15G3910	XP_056079662.1
SMKI_15G3920	XP_056079663.1
SMKI_15G3930	XP_056079664.1
SMKI_15G3940	XP_056079665.1
SMKI_15G3950	XP_056079666.1
SMKI_15G3960	XP_056079667.1
SMKI_15G3970	XP_056079668.1
SMKI_15G3980	XP_056079669.1
SMKI_15G3990	XP_056079670.1
SMKI_15G4000	XP_056079671.1
SMKI_15G4010	XP_056079672.1
SMKI_15G4020	XP_056079673.1
SMKI_15G4030	XP_056079674.1
SMKI_15G4040	XP_056079675.1
SMKI_15G4050	XP_056079676.1
SMKI_15G4060	XP_056079677.1
SMKI_15G4070	XP_056079678.1
SMKI_15G4080	XP_056079679.1
SMKI_15G4090	XP_056079680.1
SMKI_15G4100	XP_056079681.1
SMKI_15G4110	XP_056079682.1
SMKI_15G4120	XP_056079683.1
SMKI_15G4130	XP_056079684.1
SMKI_15G4140	XP_056079685.1
SMKI_15G4150	XP_056079686.1
SMKI_15G4160	XP_056079687.1
SMKI_15G4170	XP_056079688.1
SMKI_15G4180	XP_056079689.1
SMKI_15G4190	XP_056079690.1
SMKI_15G4200	XP_056079691.1
SMKI_15G4210	XP_056079692.1
SMKI_15G4220	XP_056079693.1
SMKI_15G4230	XP_056079694.1
SMKI_15G4240	XP_056079695.1
SMKI_15G4250	XP_056079696.1
SMKI_15G4260	XP_056079697.1
SMKI_15G4260	XP_056079697.1
SMKI_15G4270	XP_056079698.1
SMKI_15G4280	XP_056079699.1
SMKI_15G4290	XP_056079700.1
SMKI_15G4300	XP_056079701.1
SMKI_15G4310	XP_056079702.1
SMKI_15G4320	XP_056079703.1
SMKI_15G4330	XP_056079704.1
SMKI_15G4340	XP_056079705.1
SMKI_15G4360	XP_056079706.1
SMKI_15G4370	XP_056079707.1
SMKI_15G4380	XP_056079708.1
SMKI_15G4390	XP_056079709.1
SMKI_15G4400	XP_056079710.1
SMKI_15G4410	XP_056079711.1
SMKI_15G4430	XP_056079712.1
SMKI_15G4440	XP_056079713.1
SMKI_15G4450	XP_056079714.1
SMKI_15G4460	XP_056079715.1
SMKI_15G4470	XP_056079716.1
SMKI_15G4480	XP_056079717.1
SMKI_15G4490	XP_056079718.1
SMKI_15G4500	XP_056079719.1
SMKI_15G4510	XP_056079720.1
SMKI_15G4520	XP_056079721.1
SMKI_15G4530	XP_056079722.1
SMKI_15G4540	XP_056079723.1
SMKI_15G4550	XP_056079724.1
SMKI_15G4560	XP_056079725.1
SMKI_15G4570	XP_056079726.1
SMKI_15G4580	XP_056079727.1
SMKI_15G4590	XP_056079728.1
SMKI_15G4600	XP_056079729.1
SMKI_15G4620	XP_056079730.1
SMKI_15G4630	XP_056079731.1
SMKI_15G4650	XP_056079732.1
SMKI_15G4660	XP_056079733.1
SMKI_15G4670	XP_056079734.1
SMKI_15G4680	XP_056079735.1
SMKI_15G4690	XP_056079736.1
SMKI_15G4700	XP_056079737.1
SMKI_15G4710	XP_056079738.1
SMKI_15G4720	XP_056079739.1
SMKI_15G4730	XP_056079740.1
SMKI_15G4740	XP_056079741.1
SMKI_15G4750	XP_056079742.1
SMKI_15G4760	XP_056079743.1
SMKI_15G4770	XP_056079744.1
SMKI_15G4780	XP_056079745.1
SMKI_15G4790	XP_056079746.1
SMKI_15G4800	XP_056079747.1
SMKI_15G4810	XP_056079748.1
SMKI_15G4820	XP_056079749.1
SMKI_15G4830	XP_056079750.1
SMKI_15G4840	XP_056079751.1
SMKI_15G4850	XP_056079752.1
SMKI_15G4860	XP_056079753.1
SMKI_15G4870	XP_056079754.1
SMKI_15G4880	XP_056079755.1
SMKI_15G4890	XP_056079756.1
SMKI_15G4900	XP_056079757.1
SMKI_15G4910	XP_056079758.1
SMKI_15G4920	XP_056079759.1
SMKI_15G4930	XP_056079760.1
SMKI_15G4940	XP_056079761.1
SMKI_15G4950	XP_056079762.1
SMKI_15G4960	XP_056079763.1
SMKI_15G4970	XP_056079764.1
SMKI_15G4980	XP_056079765.1
SMKI_15G4990	XP_056079766.1
SMKI_15G5000	XP_056079767.1
SMKI_15G5010	XP_056079768.1
SMKI_15G5020	XP_056079769.1
SMKI_15G5030	XP_056079770.1
SMKI_15G5040	XP_056079771.1
SMKI_15G5050	XP_056079772.1
SMKI_15G5060	XP_056079773.1
SMKI_15G5070	XP_056079774.1
SMKI_15G5080	XP_056079775.1
SMKI_15G5090	XP_056079776.1
SMKI_15G5100	XP_056079777.1
SMKI_15G5110	XP_056079778.1
SMKI_15G5120	XP_056079779.1
SMKI_15G5130	XP_056079780.1
SMKI_15G5140	XP_056079781.1
SMKI_15G5150	XP_056079782.1
SMKI_15G5160	XP_056079783.1
SMKI_15G5170	XP_056079784.1
SMKI_15G5180	XP_056079785.1
SMKI_15G5190	XP_056079786.1
SMKI_15G5200	XP_056079787.1
SMKI_15G5210	XP_056079788.1
SMKI_15G5220	XP_056079789.1
SMKI_16G0010	XP_056079790.1
SMKI_16G0015	XP_056079791.1
SMKI_16G0020	XP_056079792.1
SMKI_16G0030	XP_056079793.1
SMKI_16G0032	XP_056079794.1
SMKI_16G0034	XP_056079795.1
SMKI_16G0035	XP_056079796.1
SMKI_16G0040	XP_056079797.1
SMKI_16G0050	XP_056079798.1
SMKI_16G0060	XP_056079799.1
SMKI_16G0065	XP_056079800.1
SMKI_16G0070	XP_056079801.1
SMKI_16G0075	XP_056079802.1
SMKI_16G0080	XP_056079803.1
SMKI_16G0090	XP_056079804.1
SMKI_16G0095	XP_056079805.1
SMKI_16G0100	XP_056079806.1
SMKI_16G0110	XP_056079807.1
SMKI_16G0120	XP_056079808.1
SMKI_16G0130	XP_056079809.1
SMKI_16G0140	XP_056079810.1
SMKI_16G0150	XP_056079811.1
SMKI_16G0155	XP_056079812.1
SMKI_16G0160	XP_056079813.1
SMKI_16G0170	XP_056079814.1
SMKI_16G0180	XP_056079815.1
SMKI_16G0190	XP_056079816.1
SMKI_16G0200	XP_056079817.1
SMKI_16G0205	XP_056079818.1
SMKI_16G0210	XP_056079819.1
SMKI_16G0220	XP_056079820.1
SMKI_16G0230	XP_056079821.1
SMKI_16G0235	XP_056079822.1
SMKI_16G0240	XP_056079823.1
SMKI_16G0245	XP_056079824.1
SMKI_16G0250	XP_056079825.1
SMKI_16G0260	XP_056079826.1
SMKI_16G0262	XP_056079827.1
SMKI_16G0264	XP_056079828.1
SMKI_16G0266	XP_056079829.1
SMKI_16G0268	XP_056079830.1
SMKI_16G0270	XP_056079831.1
SMKI_16G0280	XP_056079832.1
SMKI_16G0290	XP_056079833.1
SMKI_16G0300	XP_056079834.1
SMKI_16G0305	XP_056079835.1
SMKI_16G0310	XP_056079836.1
SMKI_16G0330	XP_056079837.1
SMKI_16G0340	XP_056079838.1
SMKI_16G0350	XP_056079839.1
SMKI_16G0360	XP_056079840.1
SMKI_16G0370	XP_056079841.1
SMKI_16G0380	XP_056079842.1
SMKI_16G0385	XP_056079843.1
SMKI_16G0387	XP_056079844.1
SMKI_16G0390	XP_056079845.1
SMKI_16G0400	XP_056079846.1
SMKI_16G0410	XP_056079847.1
SMKI_16G0420	XP_056079848.1
SMKI_16G0430	XP_056079849.1
SMKI_16G0440	XP_056079850.1
SMKI_16G0440	XP_056079850.1
SMKI_16G0450	XP_056079851.1
SMKI_16G0460	XP_056079852.1
SMKI_16G0465	XP_056079853.1
SMKI_16G0470	XP_056079854.1
SMKI_16G0480	XP_056079855.1
SMKI_16G0490	XP_056079856.1
SMKI_16G0495	XP_056079857.1
SMKI_16G0500	XP_056079858.1
SMKI_16G0510	XP_056079859.1
SMKI_16G0520	XP_056079860.1
SMKI_16G0520	XP_056079860.1
SMKI_16G0530	XP_056079861.1
SMKI_16G0535	XP_056079862.1
SMKI_16G0540	XP_056079863.1
SMKI_16G0550	XP_056079864.1
SMKI_16G0560	XP_056079865.1
SMKI_16G0570	XP_056079866.1
SMKI_16G0580	XP_056079867.1
SMKI_16G0590	XP_056079868.1
SMKI_16G0600	XP_056079869.1
SMKI_16G0610	XP_056079870.1
SMKI_16G0615	XP_056079871.1
SMKI_16G0620	XP_056079872.1
SMKI_16G0625	XP_056079873.1
SMKI_16G0630	XP_056079874.1
SMKI_16G0640	XP_056079875.1
SMKI_16G0645	XP_056079876.1
SMKI_16G0648	XP_056079877.1
SMKI_16G0650	XP_056079878.1
SMKI_16G0655	XP_056079879.1
SMKI_16G0660	XP_056079880.1
SMKI_16G0670	XP_056079881.1
SMKI_16G0680	XP_056079882.1
SMKI_16G0685	XP_056079883.1
SMKI_16G0687	XP_056079884.1
SMKI_16G0688	XP_056079885.1
SMKI_16G0690	XP_056079886.1
SMKI_16G0700	XP_056079887.1
SMKI_16G0710	XP_056079888.1
SMKI_16G0710	XP_056079888.1
SMKI_16G0720	XP_056079889.1
SMKI_16G0730	XP_056079890.1
SMKI_16G0740	XP_056079891.1
SMKI_16G0750	XP_056079892.1
SMKI_16G0760	XP_056079893.1
SMKI_16G0770	XP_056079894.1
SMKI_16G0780	XP_056079895.1
SMKI_16G0790	XP_056079896.1
SMKI_16G0795	XP_056079897.1
SMKI_16G0800	XP_056079898.1
SMKI_16G0810	XP_056079899.1
SMKI_16G0820	XP_056079900.1
SMKI_16G0830	XP_056079901.1
SMKI_16G0840	XP_056079902.1
SMKI_16G0850	XP_056079903.1
SMKI_16G0860	XP_056079904.1
SMKI_16G0870	XP_056079905.1
SMKI_16G0880	XP_056079906.1
SMKI_16G0890	XP_056079907.1
SMKI_16G0890	XP_056079907.1
SMKI_16G0900	XP_056079908.1
SMKI_16G0910	XP_056079909.1
SMKI_16G0920	XP_056079910.1
SMKI_16G0930	XP_056079911.1
SMKI_16G0940	XP_056079912.1
SMKI_16G0950	XP_056079913.1
SMKI_16G0955	XP_056079914.1
SMKI_16G0960	XP_056079915.1
SMKI_16G0965	XP_056079916.1
SMKI_16G0965	XP_056079916.1
SMKI_16G0970	XP_056079917.1
SMKI_16G0970	XP_056079917.1
SMKI_16G0980	XP_056079918.1
SMKI_16G0990	XP_056079919.1
SMKI_16G1000	XP_056079920.1
SMKI_16G1010	XP_056079921.1
SMKI_16G1010	XP_056079921.1
SMKI_16G1020	XP_056079922.1
SMKI_16G1030	XP_056079923.1
SMKI_16G1040	XP_056079924.1
SMKI_16G1050	XP_056079925.1
SMKI_16G1060	XP_056079926.1
SMKI_16G1070	XP_056079927.1
SMKI_16G1080	XP_056079928.1
SMKI_16G1090	XP_056079929.1
SMKI_16G1100	XP_056079930.1
SMKI_16G1110	XP_056079931.1
SMKI_16G1120	XP_056079932.1
SMKI_16G1130	XP_056079933.1
SMKI_16G1140	XP_056079934.1
SMKI_16G1150	XP_056079935.1
SMKI_16G1160	XP_056079936.1
SMKI_16G1170	XP_056079937.1
SMKI_16G1180	XP_056079938.1
SMKI_16G1190	XP_056079939.1
SMKI_16G1210	XP_056079940.1
SMKI_16G1220	XP_056079941.1
SMKI_16G1230	XP_056079942.1
SMKI_16G1240	XP_056079943.1
SMKI_16G1250	XP_056079944.1
SMKI_16G1260	XP_056079945.1
SMKI_16G1270	XP_056079946.1
SMKI_16G1280	XP_056079947.1
SMKI_16G1290	XP_056079948.1
SMKI_16G1300	XP_056079949.1
SMKI_16G1310	XP_056079950.1
SMKI_16G1320	XP_056079951.1
SMKI_16G1330	XP_056079952.1
SMKI_16G1340	XP_056079953.1
SMKI_16G1350	XP_056079954.1
SMKI_16G1360	XP_056079955.1
SMKI_16G1370	XP_056079956.1
SMKI_16G1380	XP_056079957.1
SMKI_16G1390	XP_056079958.1
SMKI_16G1390	XP_056079958.1
SMKI_16G1400	XP_056079959.1
SMKI_16G1410	XP_056079960.1
SMKI_16G1420	XP_056079961.1
SMKI_16G1430	XP_056079962.1
SMKI_16G1440	XP_056079963.1
SMKI_16G1450	XP_056079964.1
SMKI_16G1460	XP_056079965.1
SMKI_16G1470	XP_056079966.1
SMKI_16G1475	XP_056079967.1
SMKI_16G1480	XP_056079968.1
SMKI_16G1490	XP_056079969.1
SMKI_16G1500	XP_056079970.1
SMKI_16G1510	XP_056079971.1
SMKI_16G1520	XP_056079972.1
SMKI_16G1530	XP_056079973.1
SMKI_16G1540	XP_056079974.1
SMKI_16G1550	XP_056079975.1
SMKI_16G1560	XP_056079976.1
SMKI_16G1570	XP_056079977.1
SMKI_16G1580	XP_056079978.1
SMKI_16G1590	XP_056079979.1
SMKI_16G1600	XP_056079980.1
SMKI_16G1610	XP_056079981.1
SMKI_16G1620	XP_056079982.1
SMKI_16G1630	XP_056079983.1
SMKI_16G1640	XP_056079984.1
SMKI_16G1650	XP_056079985.1
SMKI_16G1660	XP_056079986.1
SMKI_16G1670	XP_056079987.1
SMKI_16G1680	XP_056079988.1
SMKI_16G1690	XP_056079989.1
SMKI_16G1700	XP_056079990.1
SMKI_16G1710	XP_056079991.1
SMKI_16G1720	XP_056079992.1
SMKI_16G1730	XP_056079993.1
SMKI_16G1740	XP_056079994.1
SMKI_16G1750	XP_056079995.1
SMKI_16G1760	XP_056079996.1
SMKI_16G1770	XP_056079997.1
SMKI_16G1780	XP_056079998.1
SMKI_16G1780	XP_056079998.1
SMKI_16G1790	XP_056079999.1
SMKI_16G1800	XP_056080000.1
SMKI_16G1810	XP_056080001.1
SMKI_16G1820	XP_056080002.1
SMKI_16G1830	XP_056080003.1
SMKI_16G1840	XP_056080004.1
SMKI_16G1850	XP_056080005.1
SMKI_16G1860	XP_056080006.1
SMKI_16G1870	XP_056080007.1
SMKI_16G1880	XP_056080008.1
SMKI_16G1890	XP_056080009.1
SMKI_16G1900	XP_056080010.1
SMKI_16G1910	XP_056080011.1
SMKI_16G1920	XP_056080012.1
SMKI_16G1922	XP_056080013.1
SMKI_16G1925	XP_056080014.1
SMKI_16G1930	XP_056080015.1
SMKI_16G1930	XP_056080015.1
SMKI_16G1940	XP_056080016.1
SMKI_16G1950	XP_056080017.1
SMKI_16G1960	XP_056080018.1
SMKI_16G1970	XP_056080019.1
SMKI_16G1980	XP_056080020.1
SMKI_16G1990	XP_056080021.1
SMKI_16G2000	XP_056080022.1
SMKI_16G2010	XP_056080023.1
SMKI_16G2020	XP_056080024.1
SMKI_16G2030	XP_056080025.1
SMKI_16G2040	XP_056080026.1
SMKI_16G2050	XP_056080027.1
SMKI_16G2060	XP_056080028.1
SMKI_16G2070	XP_056080029.1
SMKI_16G2070	XP_056080029.1
SMKI_16G2080	XP_056080030.1
SMKI_16G2090	XP_056080031.1
SMKI_16G2100	XP_056080032.1
SMKI_16G2110	XP_056080033.1
SMKI_16G2120	XP_056080034.1
SMKI_16G2130	XP_056080035.1
SMKI_16G2150	XP_056080036.1
SMKI_16G2160	XP_056080037.1
SMKI_16G2170	XP_056080038.1
SMKI_16G2180	XP_056080039.1
SMKI_16G2190	XP_056080040.1
SMKI_16G2200	XP_056080041.1
SMKI_16G2220	XP_056080042.1
SMKI_16G2230	XP_056080043.1
SMKI_16G2240	XP_056080044.1
SMKI_16G2250	XP_056080045.1
SMKI_16G2250	XP_056080045.1
SMKI_16G2260	XP_056080046.1
SMKI_16G2270	XP_056080047.1
SMKI_16G2280	XP_056080048.1
SMKI_16G2290	XP_056080049.1
SMKI_16G2300	XP_056080050.1
SMKI_16G2310	XP_056080051.1
SMKI_16G2320	XP_056080052.1
SMKI_16G2330	XP_056080053.1
SMKI_16G2340	XP_056080054.1
SMKI_16G2350	XP_056080055.1
SMKI_16G2360	XP_056080056.1
SMKI_16G2370	XP_056080057.1
SMKI_16G2380	XP_056080058.1
SMKI_16G2390	XP_056080059.1
SMKI_16G2400	XP_056080060.1
SMKI_16G2410	XP_056080061.1
SMKI_16G2420	XP_056080062.1
SMKI_16G2430	XP_056080063.1
SMKI_16G2440	XP_056080064.1
SMKI_16G2450	XP_056080065.1
SMKI_16G2460	XP_056080066.1
SMKI_16G2470	XP_056080067.1
SMKI_16G2480	XP_056080068.1
SMKI_16G2490	XP_056080069.1
SMKI_16G2500	XP_056080070.1
SMKI_16G2510	XP_056080071.1
SMKI_16G2520	XP_056080072.1
SMKI_16G2530	XP_056080073.1
SMKI_16G2540	XP_056080074.1
SMKI_16G2550	XP_056080075.1
SMKI_16G2560	XP_056080076.1
SMKI_16G2570	XP_056080077.1
SMKI_16G2580	XP_056080078.1
SMKI_16G2590	XP_056080079.1
SMKI_16G2600	XP_056080080.1
SMKI_16G2610	XP_056080081.1
SMKI_16G2620	XP_056080082.1
SMKI_16G2630	XP_056080083.1
SMKI_16G2640	XP_056080084.1
SMKI_16G2650	XP_056080085.1
SMKI_16G2660	XP_056080086.1
SMKI_16G2670	XP_056080087.1
SMKI_16G2680	XP_056080088.1
SMKI_16G2690	XP_056080089.1
SMKI_16G2700	XP_056080090.1
SMKI_16G2710	XP_056080091.1
SMKI_16G2720	XP_056080092.1
SMKI_16G2730	XP_056080093.1
SMKI_16G2740	XP_056080094.1
SMKI_16G2745	XP_056080095.1
SMKI_16G2750	XP_056080096.1
SMKI_16G2760	XP_056080097.1
SMKI_16G2780	XP_056080098.1
SMKI_16G2800	XP_056080099.1
SMKI_16G2810	XP_056080100.1
SMKI_16G2820	XP_056080101.1
SMKI_16G2830	XP_056080102.1
SMKI_16G2840	XP_056080103.1
SMKI_16G2840	XP_056080103.1
SMKI_16G2850	XP_056080104.1
SMKI_16G2860	XP_056080105.1
SMKI_16G2870	XP_056080106.1
SMKI_16G2880	XP_056080107.1
SMKI_16G2890	XP_056080108.1
SMKI_16G2900	XP_056080109.1
SMKI_16G2910	XP_056080110.1
SMKI_16G2920	XP_056080111.1
SMKI_16G2930	XP_056080112.1
SMKI_16G2940	XP_056080113.1
SMKI_16G2950	XP_056080114.1
SMKI_16G2960	XP_056080115.1
SMKI_16G2965	XP_056080116.1
SMKI_16G2970	XP_056080117.1
SMKI_16G2980	XP_056080118.1
SMKI_16G2990	XP_056080119.1
SMKI_16G3010	XP_056080120.1
SMKI_16G3020	XP_056080121.1
SMKI_16G3030	XP_056080122.1
SMKI_16G3030	XP_056080122.1
SMKI_16G3040	XP_056080123.1
SMKI_16G3050	XP_056080124.1
SMKI_16G3060	XP_056080125.1
SMKI_16G3070	XP_056080126.1
SMKI_16G3080	XP_056080127.1
SMKI_16G3090	XP_056080128.1
SMKI_16G3100	XP_056080129.1
SMKI_16G3110	XP_056080130.1
SMKI_16G3120	XP_056080131.1
SMKI_16G3130	XP_056080132.1
SMKI_16G3140	XP_056080133.1
SMKI_16G3150	XP_056080134.1
SMKI_16G3160	XP_056080135.1
SMKI_16G3170	XP_056080136.1
SMKI_16G3180	XP_056080137.1
SMKI_16G3190	XP_056080138.1
SMKI_16G3200	XP_056080139.1
SMKI_16G3200	XP_056080139.1
SMKI_16G3220	XP_056080140.1
SMKI_16G3230	XP_056080141.1
SMKI_16G3240	XP_056080142.1
SMKI_16G3250	XP_056080143.1
SMKI_16G3260	XP_056080144.1
SMKI_16G3270	XP_056080145.1
SMKI_16G3280	XP_056080146.1
SMKI_16G3290	XP_056080147.1
SMKI_16G3300	XP_056080148.1
SMKI_16G3310	XP_056080149.1
SMKI_16G3320	XP_056080150.1
SMKI_16G3330	XP_056080151.1
SMKI_16G3340	XP_056080152.1
SMKI_16G3350	XP_056080153.1
SMKI_16G3360	XP_056080154.1
SMKI_16G3370	XP_056080155.1
SMKI_16G3370	XP_056080155.1
SMKI_16G3380	XP_056080156.1
SMKI_16G3390	XP_056080157.1
SMKI_16G3400	XP_056080158.1
SMKI_16G3410	XP_056080159.1
SMKI_16G3415	XP_056080160.1
SMKI_16G3417	XP_056080161.1
SMKI_16G3420	XP_056080162.1
SMKI_16G3430	XP_056080163.1
