SUVZ_01G0010	CAI4055522.1
SUVZ_14G3600	CAI4052248.1
SUVZ_14G3610	CAI4052252.1
SUVZ_14G3630	CAI4052256.1
SUVZ_14G3640	CAI4052260.1
SUVZ_14G3650	CAI4052264.1
SUVZ_14G3660	CAI4052268.1
SUVZ_14G3670	CAI4052272.1
SUVZ_14G3680	CAI4052276.1
SUVZ_14G3690	CAI4052280.1
SUVZ_14G3700	CAI4052284.1
SUVZ_14G3710	CAI4052289.1
SUVZ_14G3720	CAI4052292.1
SUVZ_14G3730	CAI4052295.1
SUVZ_14G3730	CAI4052295.1
SUVZ_14G3740	CAI4052298.1
SUVZ_14G3750	CAI4052301.1
SUVZ_14G3760	CAI4052304.1
SUVZ_14G3770	CAI4052307.1
SUVZ_14G3780	CAI4052310.1
SUVZ_14G3790	CAI4052313.1
SUVZ_14G3800	CAI4052316.1
SUVZ_14G3810	CAI4052319.1
SUVZ_14G3820	CAI4052322.1
SUVZ_14G3830	CAI4052325.1
SUVZ_14G3840	CAI4052328.1
SUVZ_14G3850	CAI4052331.1
SUVZ_14G3860	CAI4052334.1
SUVZ_14G3870	CAI4052337.1
SUVZ_14G3880	CAI4052340.1
SUVZ_14G3890	CAI4052343.1
SUVZ_15G0010	CAI4052449.1
SUVZ_15G0020	CAI4052451.1
SUVZ_15G0030	CAI4052453.1
SUVZ_15G0040	CAI4052455.1
SUVZ_15G0050	CAI4052457.1
SUVZ_15G0060	CAI4052459.1
SUVZ_15G0070	CAI4052461.1
SUVZ_15G0080	CAI4052463.1
SUVZ_15G0090	CAI4052465.1
SUVZ_15G0100	CAI4052467.1
SUVZ_15G0110	CAI4052469.1
SUVZ_15G0120	CAI4052471.1
SUVZ_15G0130	CAI4052473.1
SUVZ_15G0140	CAI4052474.1
SUVZ_15G0150	CAI4052476.1
SUVZ_15G0160	CAI4052478.1
SUVZ_15G0170	CAI4052480.1
SUVZ_15G0180	CAI4052482.1
SUVZ_15G0190	CAI4052484.1
SUVZ_15G0200	CAI4052486.1
SUVZ_15G0210	CAI4052488.1
SUVZ_15G0220	CAI4052490.1
SUVZ_15G0230	CAI4052492.1
SUVZ_15G0250	CAI4052494.1
SUVZ_15G0260	CAI4052496.1
SUVZ_15G0270	CAI4052498.1
SUVZ_15G0280	CAI4052500.1
SUVZ_15G0290	CAI4052502.1
SUVZ_15G0300	CAI4052504.1
SUVZ_15G0300	CAI4052504.1
SUVZ_15G0310	CAI4052506.1
SUVZ_15G0320	CAI4052508.1
SUVZ_15G0330	CAI4052510.1
SUVZ_15G0340	CAI4052512.1
SUVZ_15G0350	CAI4052514.1
SUVZ_15G0360	CAI4052516.1
SUVZ_15G0360	CAI4052516.1
SUVZ_15G0370	CAI4052518.1
SUVZ_15G0370	CAI4052518.1
SUVZ_15G0380	CAI4052520.1
SUVZ_15G0390	CAI4052522.1
SUVZ_15G0400	CAI4052524.1
SUVZ_15G0410	CAI4052526.1
SUVZ_15G0420	CAI4052528.1
SUVZ_15G0430	CAI4052530.1
SUVZ_15G0440	CAI4052532.1
SUVZ_15G0450	CAI4052534.1
SUVZ_15G0460	CAI4052536.1
SUVZ_15G0470	CAI4052538.1
SUVZ_15G0480	CAI4052540.1
SUVZ_15G0490	CAI4052542.1
SUVZ_15G0500	CAI4052544.1
SUVZ_15G0510	CAI4052546.1
SUVZ_15G0520	CAI4052548.1
SUVZ_15G0530	CAI4052550.1
SUVZ_15G0540	CAI4052552.1
SUVZ_15G0550	CAI4052554.1
SUVZ_15G0570	CAI4052556.1
SUVZ_15G0580	CAI4052558.1
SUVZ_15G0590	CAI4052560.1
SUVZ_15G0600	CAI4052562.1
SUVZ_15G0610	CAI4052564.1
SUVZ_15G0620	CAI4052566.1
SUVZ_15G0630	CAI4052568.1
SUVZ_15G0640	CAI4052570.1
SUVZ_15G0650	CAI4052572.1
SUVZ_15G0660	CAI4052574.1
SUVZ_15G0670	CAI4052576.1
SUVZ_15G0680	CAI4052578.1
SUVZ_15G0690	CAI4052580.1
SUVZ_15G0700	CAI4052582.1
SUVZ_15G0710	CAI4052584.1
SUVZ_15G0720	CAI4052586.1
SUVZ_15G0730	CAI4052588.1
SUVZ_15G0740	CAI4052590.1
SUVZ_15G0750	CAI4052594.1
SUVZ_15G0760	CAI4052598.1
SUVZ_15G0770	CAI4052602.1
SUVZ_15G0780	CAI4052606.1
SUVZ_15G0790	CAI4052610.1
SUVZ_15G0800	CAI4052614.1
SUVZ_15G0810	CAI4052618.1
SUVZ_15G0820	CAI4052622.1
SUVZ_15G0830	CAI4052626.1
SUVZ_15G0840	CAI4052631.1
SUVZ_15G0850	CAI4052635.1
SUVZ_15G0860	CAI4052639.1
SUVZ_15G0870	CAI4052643.1
SUVZ_15G0880	CAI4052647.1
SUVZ_15G0890	CAI4052651.1
SUVZ_15G0900	CAI4052655.1
SUVZ_15G0910	CAI4052659.1
SUVZ_15G0920	CAI4052663.1
SUVZ_15G0930	CAI4052667.1
SUVZ_15G0940	CAI4052671.1
SUVZ_15G0950	CAI4052675.1
SUVZ_15G0960	CAI4052679.1
SUVZ_15G0970	CAI4052683.1
SUVZ_15G0980	CAI4052686.1
SUVZ_15G0990	CAI4052690.1
SUVZ_15G1000	CAI4052694.1
SUVZ_15G1010	CAI4052698.1
SUVZ_15G1020	CAI4052702.1
SUVZ_15G1030	CAI4052706.1
SUVZ_15G1040	CAI4052710.1
SUVZ_15G1060	CAI4052714.1
SUVZ_15G1070	CAI4052715.1
SUVZ_15G1070	CAI4052715.1
SUVZ_15G1080	CAI4052719.1
SUVZ_15G1080	CAI4052719.1
SUVZ_15G1090	CAI4052723.1
SUVZ_15G1100	CAI4052727.1
SUVZ_15G1110	CAI4052731.1
SUVZ_15G1120	CAI4052735.1
SUVZ_15G1130	CAI4052739.1
SUVZ_15G1140	CAI4052743.1
SUVZ_15G1150	CAI4052747.1
SUVZ_15G1160	CAI4052751.1
SUVZ_15G1180	CAI4052755.1
SUVZ_15G1190	CAI4052759.1
SUVZ_15G1200	CAI4052763.1
SUVZ_15G1210	CAI4052767.1
SUVZ_15G1220	CAI4052771.1
SUVZ_15G1230	CAI4052775.1
SUVZ_15G1250	CAI4052779.1
SUVZ_15G1260	CAI4052783.1
SUVZ_15G1270	CAI4052787.1
SUVZ_15G1280	CAI4052791.1
SUVZ_15G1290	CAI4052795.1
SUVZ_15G1300	CAI4052799.1
SUVZ_15G1310	CAI4052803.1
SUVZ_15G1320	CAI4052807.1
SUVZ_15G1330	CAI4052811.1
SUVZ_15G1340	CAI4052815.1
SUVZ_15G1350	CAI4052819.1
SUVZ_15G1360	CAI4052823.1
SUVZ_15G1370	CAI4052827.1
SUVZ_15G1380	CAI4052831.1
SUVZ_15G1390	CAI4052835.1
SUVZ_15G1400	CAI4052839.1
SUVZ_15G1410	CAI4052843.1
SUVZ_15G1420	CAI4052846.1
SUVZ_15G1430	CAI4052850.1
SUVZ_15G1440	CAI4052854.1
SUVZ_15G1450	CAI4052858.1
SUVZ_15G1460	CAI4052862.1
SUVZ_15G1470	CAI4052866.1
SUVZ_15G1480	CAI4052870.1
SUVZ_15G1490	CAI4052874.1
SUVZ_15G1500	CAI4052878.1
SUVZ_15G1510	CAI4052882.1
SUVZ_15G1520	CAI4052886.1
SUVZ_15G1530	CAI4052890.1
SUVZ_15G1540	CAI4052894.1
SUVZ_15G1550	CAI4052898.1
SUVZ_15G1560	CAI4052902.1
SUVZ_15G1570	CAI4052906.1
SUVZ_15G1580	CAI4052910.1
SUVZ_15G1590	CAI4052914.1
SUVZ_15G1610	CAI4052919.1
SUVZ_15G1620	CAI4052923.1
SUVZ_15G1630	CAI4052927.1
SUVZ_15G1640	CAI4052931.1
SUVZ_15G1650	CAI4052935.1
SUVZ_15G1660	CAI4052939.1
SUVZ_15G1670	CAI4052943.1
SUVZ_15G1680	CAI4052947.1
SUVZ_15G1690	CAI4052951.1
SUVZ_15G1700	CAI4052955.1
SUVZ_15G1700	CAI4052955.1
SUVZ_15G1710	CAI4052959.1
SUVZ_15G1720	CAI4052963.1
SUVZ_15G1730	CAI4052967.1
SUVZ_15G1740	CAI4052971.1
SUVZ_15G1750	CAI4052975.1
SUVZ_15G1750	CAI4052975.1
SUVZ_15G1760	CAI4052980.1
SUVZ_15G1770	CAI4052984.1
SUVZ_15G1780	CAI4052988.1
SUVZ_15G1790	CAI4052992.1
SUVZ_15G1800	CAI4052996.1
SUVZ_15G1810	CAI4053000.1
SUVZ_15G1820	CAI4053004.1
SUVZ_15G1830	CAI4053008.1
SUVZ_15G1840	CAI4053012.1
SUVZ_15G1850	CAI4053016.1
SUVZ_15G1860	CAI4053020.1
SUVZ_15G1870	CAI4053024.1
SUVZ_15G1880	CAI4053028.1
SUVZ_15G1890	CAI4053032.1
SUVZ_15G1900	CAI4053036.1
SUVZ_15G1910	CAI4053040.1
SUVZ_15G1920	CAI4053044.1
SUVZ_15G1930	CAI4053048.1
SUVZ_15G1930	CAI4053048.1
SUVZ_15G1940	CAI4053052.1
SUVZ_15G1950	CAI4053056.1
SUVZ_15G1950	CAI4053056.1
SUVZ_15G1960	CAI4053060.1
SUVZ_15G1980	CAI4053064.1
SUVZ_15G1990	CAI4053068.1
SUVZ_15G2000	CAI4053072.1
SUVZ_15G2010	CAI4053076.1
SUVZ_15G2020	CAI4053080.1
SUVZ_15G2030	CAI4053084.1
SUVZ_15G2040	CAI4053088.1
SUVZ_15G2060	CAI4053092.1
SUVZ_15G2070	CAI4053096.1
SUVZ_15G2080	CAI4053100.1
SUVZ_15G2090	CAI4053104.1
SUVZ_15G2100	CAI4053108.1
SUVZ_15G2110	CAI4053112.1
SUVZ_15G2120	CAI4053116.1
SUVZ_15G2130	CAI4053120.1
SUVZ_15G2140	CAI4053124.1
SUVZ_15G2150	CAI4053128.1
SUVZ_15G2160	CAI4053132.1
SUVZ_15G2180	CAI4053136.1
SUVZ_15G2190	CAI4053140.1
SUVZ_15G2200	CAI4053144.1
SUVZ_15G2210	CAI4053148.1
SUVZ_15G2220	CAI4053152.1
SUVZ_15G2230	CAI4053156.1
SUVZ_15G2240	CAI4053160.1
SUVZ_15G2250	CAI4053164.1
SUVZ_15G2260	CAI4053168.1
SUVZ_15G2270	CAI4053172.1
SUVZ_15G2290	CAI4053176.1
SUVZ_15G2300	CAI4053180.1
SUVZ_15G2310	CAI4053184.1
SUVZ_15G2320	CAI4053188.1
SUVZ_15G2320	CAI4053188.1
SUVZ_15G2330	CAI4053192.1
SUVZ_15G2330	CAI4053192.1
SUVZ_15G2340	CAI4053196.1
SUVZ_15G2350	CAI4053200.1
SUVZ_15G2360	CAI4053204.1
SUVZ_15G2360	CAI4053204.1
SUVZ_15G2370	CAI4053208.1
SUVZ_15G2380	CAI4053212.1
SUVZ_15G2390	CAI4053216.1
SUVZ_15G2400	CAI4053220.1
SUVZ_15G2410	CAI4053224.1
SUVZ_15G2420	CAI4053228.1
SUVZ_15G2430	CAI4053232.1
SUVZ_15G2440	CAI4053236.1
SUVZ_15G2450	CAI4053240.1
SUVZ_15G2460	CAI4053244.1
SUVZ_15G2470	CAI4053248.1
SUVZ_15G2480	CAI4053252.1
SUVZ_15G2490	CAI4053256.1
SUVZ_15G2500	CAI4053260.1
SUVZ_15G2510	CAI4053264.1
SUVZ_15G2520	CAI4053268.1
SUVZ_15G2520	CAI4053268.1
SUVZ_15G2530	CAI4053271.1
SUVZ_15G2540	CAI4053275.1
SUVZ_15G2550	CAI4053279.1
SUVZ_15G2560	CAI4053283.1
SUVZ_15G2560	CAI4053283.1
SUVZ_15G2570	CAI4053287.1
SUVZ_15G2580	CAI4053291.1
SUVZ_15G2590	CAI4053295.1
SUVZ_15G2600	CAI4053299.1
SUVZ_15G2610	CAI4053303.1
SUVZ_15G2620	CAI4053307.1
SUVZ_15G2630	CAI4053311.1
SUVZ_15G2640	CAI4053315.1
SUVZ_15G2650	CAI4053319.1
SUVZ_15G2660	CAI4053323.1
SUVZ_15G2670	CAI4053327.1
SUVZ_15G2680	CAI4053331.1
SUVZ_15G2690	CAI4053335.1
SUVZ_15G2700	CAI4053339.1
SUVZ_15G2710	CAI4053343.1
SUVZ_15G2720	CAI4053347.1
SUVZ_15G2730	CAI4053351.1
SUVZ_15G2740	CAI4053355.1
SUVZ_15G2750	CAI4053360.1
SUVZ_15G2760	CAI4053363.1
SUVZ_15G2770	CAI4053367.1
SUVZ_15G2780	CAI4053371.1
SUVZ_15G2790	CAI4053375.1
SUVZ_15G2800	CAI4053379.1
SUVZ_15G2810	CAI4053383.1
SUVZ_15G2820	CAI4053387.1
SUVZ_15G2830	CAI4053391.1
SUVZ_15G2840	CAI4053395.1
SUVZ_15G2860	CAI4053399.1
SUVZ_15G2870	CAI4053403.1
SUVZ_15G2880	CAI4053407.1
SUVZ_15G2890	CAI4053411.1
SUVZ_15G2900	CAI4053415.1
SUVZ_15G2910	CAI4053419.1
SUVZ_15G2920	CAI4053423.1
SUVZ_15G2940	CAI4053427.1
SUVZ_15G2950	CAI4053431.1
SUVZ_15G2960	CAI4053436.1
SUVZ_15G2970	CAI4053440.1
SUVZ_15G2970	CAI4053440.1
SUVZ_15G2980	CAI4053444.1
SUVZ_15G2990	CAI4053448.1
SUVZ_15G3000	CAI4053452.1
SUVZ_15G3010	CAI4053456.1
SUVZ_15G3020	CAI4053460.1
SUVZ_15G3030	CAI4053464.1
SUVZ_15G3040	CAI4053468.1
SUVZ_15G3050	CAI4053472.1
SUVZ_15G3060	CAI4053476.1
SUVZ_15G3070	CAI4053480.1
SUVZ_15G3080	CAI4053484.1
SUVZ_15G3090	CAI4053488.1
SUVZ_15G3100	CAI4053492.1
SUVZ_15G3110	CAI4053496.1
SUVZ_15G3120	CAI4053500.1
SUVZ_15G3130	CAI4053504.1
SUVZ_15G3140	CAI4053508.1
SUVZ_15G3150	CAI4053512.1
SUVZ_15G3160	CAI4053516.1
SUVZ_15G3170	CAI4053520.1
SUVZ_15G3180	CAI4053524.1
SUVZ_15G3190	CAI4053528.1
SUVZ_15G3200	CAI4053532.1
SUVZ_15G3210	CAI4053536.1
SUVZ_15G3220	CAI4053540.1
SUVZ_15G3230	CAI4053544.1
SUVZ_15G3240	CAI4053548.1
SUVZ_15G3250	CAI4053552.1
SUVZ_15G3260	CAI4053556.1
SUVZ_15G3270	CAI4053560.1
SUVZ_15G3280	CAI4053565.1
SUVZ_15G3290	CAI4053569.1
SUVZ_15G3300	CAI4053573.1
SUVZ_15G3310	CAI4053577.1
SUVZ_15G3320	CAI4053581.1
SUVZ_15G3330	CAI4053585.1
SUVZ_15G3340	CAI4053589.1
SUVZ_15G3350	CAI4053593.1
SUVZ_15G3360	CAI4053597.1
SUVZ_15G3370	CAI4053601.1
SUVZ_15G3390	CAI4053605.1
SUVZ_15G3400	CAI4053609.1
SUVZ_15G3410	CAI4053613.1
SUVZ_15G3420	CAI4053617.1
SUVZ_15G3430	CAI4053621.1
SUVZ_15G3440	CAI4053625.1
SUVZ_15G3450	CAI4053629.1
SUVZ_15G3460	CAI4053633.1
SUVZ_15G3470	CAI4053637.1
SUVZ_15G3480	CAI4053641.1
SUVZ_15G3490	CAI4053644.1
SUVZ_15G3510	CAI4053648.1
SUVZ_15G3520	CAI4053652.1
SUVZ_15G3530	CAI4053656.1
SUVZ_15G3540	CAI4053660.1
SUVZ_15G3550	CAI4053664.1
SUVZ_15G3560	CAI4053668.1
SUVZ_15G3570	CAI4053672.1
SUVZ_15G3580	CAI4053676.1
SUVZ_15G3590	CAI4053680.1
SUVZ_15G3600	CAI4053684.1
SUVZ_15G3610	CAI4053688.1
SUVZ_15G3610	CAI4053688.1
SUVZ_15G3620	CAI4053692.1
SUVZ_15G3630	CAI4053695.1
SUVZ_15G3640	CAI4053699.1
SUVZ_15G3650	CAI4053703.1
SUVZ_15G3660	CAI4053707.1
SUVZ_15G3670	CAI4053711.1
SUVZ_15G3680	CAI4053715.1
SUVZ_15G3690	CAI4053719.1
SUVZ_15G3700	CAI4053723.1
SUVZ_15G3710	CAI4053727.1
SUVZ_15G3720	CAI4053731.1
SUVZ_15G3730	CAI4053735.1
SUVZ_16G0010	CAI4053847.1
SUVZ_16G0020	CAI4053851.1
SUVZ_16G0030	CAI4053855.1
SUVZ_16G0040	CAI4053859.1
SUVZ_16G0050	CAI4053863.1
SUVZ_16G0060	CAI4053867.1
SUVZ_16G0070	CAI4053872.1
SUVZ_16G0080	CAI4053876.1
SUVZ_16G0090	CAI4053880.1
SUVZ_16G0100	CAI4053884.1
SUVZ_16G0110	CAI4053888.1
SUVZ_16G0120	CAI4053892.1
SUVZ_16G0130	CAI4053896.1
SUVZ_16G0140	CAI4053900.1
SUVZ_16G0150	CAI4053904.1
SUVZ_16G0160	CAI4053908.1
SUVZ_16G0170	CAI4053912.1
SUVZ_16G0180	CAI4053916.1
SUVZ_16G0190	CAI4053920.1
SUVZ_16G0200	CAI4053924.1
SUVZ_16G0210	CAI4053928.1
SUVZ_16G0220	CAI4053932.1
SUVZ_16G0230	CAI4053936.1
SUVZ_16G0250	CAI4053940.1
SUVZ_16G0260	CAI4053944.1
SUVZ_16G0270	CAI4053948.1
SUVZ_16G0280	CAI4053952.1
SUVZ_16G0290	CAI4053956.1
SUVZ_16G0300	CAI4053960.1
SUVZ_16G0310	CAI4053964.1
SUVZ_16G0320	CAI4053968.1
SUVZ_16G0330	CAI4053972.1
SUVZ_16G0350	CAI4053976.1
SUVZ_16G0360	CAI4053980.1
SUVZ_16G0360	CAI4053980.1
SUVZ_16G0370	CAI4053984.1
SUVZ_16G0380	CAI4053988.1
SUVZ_16G0390	CAI4053992.1
SUVZ_16G0400	CAI4053996.1
SUVZ_16G0410	CAI4054000.1
SUVZ_16G0420	CAI4054004.1
SUVZ_16G0430	CAI4054008.1
SUVZ_16G0440	CAI4054012.1
SUVZ_16G0450	CAI4054016.1
SUVZ_16G0460	CAI4054020.1
SUVZ_16G0470	CAI4054024.1
SUVZ_16G0490	CAI4054027.1
SUVZ_16G0500	CAI4054030.1
SUVZ_16G0510	CAI4054033.1
SUVZ_16G0520	CAI4054036.1
SUVZ_16G0530	CAI4054039.1
SUVZ_16G0540	CAI4054042.1
SUVZ_16G0550	CAI4054045.1
SUVZ_16G0560	CAI4054048.1
SUVZ_16G0570	CAI4054051.1
SUVZ_16G0580	CAI4054054.1
SUVZ_16G0590	CAI4054057.1
SUVZ_16G0600	CAI4054060.1
SUVZ_16G0610	CAI4054063.1
SUVZ_16G0620	CAI4054065.1
SUVZ_16G0630	CAI4054068.1
SUVZ_16G0640	CAI4054071.1
SUVZ_16G0660	CAI4054074.1
SUVZ_16G0670	CAI4054077.1
SUVZ_16G0680	CAI4054080.1
SUVZ_16G0690	CAI4054083.1
SUVZ_16G0690	CAI4054083.1
SUVZ_16G0700	CAI4054086.1
SUVZ_16G0710	CAI4054089.1
SUVZ_16G0720	CAI4054092.1
SUVZ_16G0730	CAI4054095.1
SUVZ_16G0740	CAI4054098.1
SUVZ_16G0750	CAI4054101.1
SUVZ_16G0760	CAI4054104.1
SUVZ_16G0770	CAI4054107.1
SUVZ_16G0780	CAI4054110.1
SUVZ_16G0790	CAI4054113.1
SUVZ_16G0800	CAI4054116.1
SUVZ_16G0810	CAI4054119.1
SUVZ_16G0830	CAI4054122.1
SUVZ_16G0840	CAI4054125.1
SUVZ_16G0850	CAI4054128.1
SUVZ_16G0860	CAI4054131.1
SUVZ_16G0870	CAI4054133.1
SUVZ_16G0880	CAI4054136.1
SUVZ_16G0890	CAI4054139.1
SUVZ_16G0890	CAI4054139.1
SUVZ_16G0890	CAI4054139.1
SUVZ_16G0900	CAI4054142.1
SUVZ_16G0910	CAI4054145.1
SUVZ_16G0920	CAI4054148.1
SUVZ_16G0930	CAI4054151.1
SUVZ_16G0940	CAI4054154.1
SUVZ_16G0950	CAI4054157.1
SUVZ_16G0960	CAI4054160.1
SUVZ_16G0970	CAI4054164.1
SUVZ_16G0980	CAI4054168.1
SUVZ_16G0990	CAI4054172.1
SUVZ_16G1000	CAI4054176.1
SUVZ_16G1010	CAI4054180.1
SUVZ_16G1020	CAI4054184.1
SUVZ_16G1030	CAI4054188.1
SUVZ_16G1040	CAI4054192.1
SUVZ_16G1050	CAI4054196.1
SUVZ_16G1060	CAI4054200.1
SUVZ_16G1070	CAI4054204.1
SUVZ_16G1080	CAI4054208.1
SUVZ_16G1090	CAI4054212.1
SUVZ_16G1100	CAI4054216.1
SUVZ_16G1110	CAI4054220.1
SUVZ_16G1120	CAI4054224.1
SUVZ_16G1120	CAI4054224.1
SUVZ_16G1130	CAI4054228.1
SUVZ_16G1140	CAI4054232.1
SUVZ_16G1150	CAI4054236.1
SUVZ_16G1160	CAI4054240.1
SUVZ_16G1170	CAI4054244.1
SUVZ_16G1180	CAI4054248.1
SUVZ_16G1190	CAI4054252.1
SUVZ_16G1200	CAI4054256.1
SUVZ_16G1210	CAI4054260.1
SUVZ_16G1220	CAI4054263.1
SUVZ_16G1230	CAI4054266.1
SUVZ_16G1240	CAI4054268.1
SUVZ_16G1250	CAI4054270.1
SUVZ_16G1260	CAI4054272.1
SUVZ_16G1270	CAI4054274.1
SUVZ_16G1280	CAI4054276.1
SUVZ_16G1290	CAI4054278.1
SUVZ_16G1300	CAI4054280.1
SUVZ_16G1310	CAI4054282.1
SUVZ_16G1320	CAI4054284.1
SUVZ_16G1330	CAI4054286.1
SUVZ_16G1340	CAI4054288.1
SUVZ_16G1350	CAI4054290.1
SUVZ_16G1360	CAI4054292.1
SUVZ_16G1370	CAI4054294.1
SUVZ_16G1380	CAI4054296.1
SUVZ_16G1390	CAI4054298.1
SUVZ_16G1400	CAI4054300.1
SUVZ_16G1410	CAI4054302.1
SUVZ_16G1420	CAI4054304.1
SUVZ_16G1430	CAI4054306.1
SUVZ_16G1440	CAI4054308.1
SUVZ_16G1440	CAI4054308.1
SUVZ_16G1460	CAI4054310.1
SUVZ_16G1470	CAI4054312.1
SUVZ_16G1480	CAI4054314.1
SUVZ_16G1490	CAI4054316.1
SUVZ_16G1500	CAI4054318.1
SUVZ_16G1510	CAI4054320.1
SUVZ_16G1530	CAI4054322.1
SUVZ_16G1540	CAI4054324.1
SUVZ_16G1550	CAI4054326.1
SUVZ_16G1560	CAI4054328.1
SUVZ_16G1570	CAI4054330.1
SUVZ_16G1580	CAI4054332.1
SUVZ_16G1580	CAI4054332.1
SUVZ_16G1590	CAI4054334.1
SUVZ_16G1600	CAI4054336.1
SUVZ_16G1610	CAI4054338.1
SUVZ_16G1620	CAI4054340.1
SUVZ_16G1630	CAI4054342.1
SUVZ_16G1640	CAI4054344.1
SUVZ_16G1650	CAI4054346.1
SUVZ_16G1660	CAI4054348.1
SUVZ_16G1670	CAI4054350.1
SUVZ_16G1680	CAI4054352.1
SUVZ_16G1690	CAI4054354.1
SUVZ_16G1700	CAI4054356.1
SUVZ_16G1710	CAI4054358.1
SUVZ_16G1720	CAI4054360.1
SUVZ_16G1730	CAI4054362.1
SUVZ_16G1750	CAI4054364.1
SUVZ_16G1760	CAI4054366.1
SUVZ_16G1770	CAI4054368.1
SUVZ_16G1780	CAI4054370.1
SUVZ_16G1780	CAI4054370.1
SUVZ_16G1790	CAI4054372.1
SUVZ_16G1800	CAI4054374.1
SUVZ_16G1810	CAI4054376.1
SUVZ_16G1820	CAI4054378.1
SUVZ_16G1830	CAI4054380.1
SUVZ_16G1840	CAI4054382.1
SUVZ_16G1850	CAI4054384.1
SUVZ_16G1860	CAI4054386.1
SUVZ_16G1870	CAI4054388.1
SUVZ_16G1880	CAI4054390.1
SUVZ_16G1890	CAI4054392.1
SUVZ_16G1900	CAI4054395.1
SUVZ_16G1910	CAI4054398.1
SUVZ_16G1920	CAI4054400.1
SUVZ_16G1930	CAI4054403.1
SUVZ_16G1940	CAI4054406.1
SUVZ_16G1950	CAI4054409.1
SUVZ_16G1960	CAI4054412.1
SUVZ_16G1970	CAI4054415.1
SUVZ_16G1980	CAI4054418.1
SUVZ_16G1980	CAI4054418.1
SUVZ_16G1990	CAI4054421.1
SUVZ_16G2000	CAI4054424.1
SUVZ_16G2010	CAI4054427.1
SUVZ_16G2020	CAI4054430.1
SUVZ_16G2030	CAI4054433.1
SUVZ_16G2040	CAI4054436.1
SUVZ_16G2050	CAI4054439.1
SUVZ_16G2060	CAI4054442.1
SUVZ_16G2070	CAI4054445.1
SUVZ_16G2070	CAI4054445.1
SUVZ_16G2080	CAI4054448.1
SUVZ_16G2080	CAI4054448.1
SUVZ_16G2090	CAI4054451.1
SUVZ_16G2100	CAI4054454.1
SUVZ_16G2110	CAI4054457.1
SUVZ_16G2120	CAI4054460.1
SUVZ_16G2120	CAI4054460.1
SUVZ_16G2130	CAI4054463.1
SUVZ_16G2140	CAI4054466.1
SUVZ_16G2150	CAI4054469.1
SUVZ_16G2160	CAI4054472.1
SUVZ_16G2170	CAI4054475.1
SUVZ_16G2180	CAI4054477.1
SUVZ_16G2190	CAI4054480.1
SUVZ_16G2200	CAI4054483.1
SUVZ_16G2210	CAI4054486.1
SUVZ_16G2220	CAI4054489.1
SUVZ_16G2230	CAI4054491.1
SUVZ_16G2240	CAI4054494.1
SUVZ_16G2250	CAI4054497.1
SUVZ_16G2260	CAI4054500.1
SUVZ_16G2270	CAI4054503.1
SUVZ_16G2280	CAI4054506.1
SUVZ_16G2290	CAI4054509.1
SUVZ_16G2300	CAI4054513.1
SUVZ_16G2310	CAI4054517.1
SUVZ_16G2320	CAI4054525.1
SUVZ_16G2330	CAI4054529.1
SUVZ_16G2340	CAI4054533.1
SUVZ_16G2350	CAI4054537.1
SUVZ_16G2360	CAI4054541.1
SUVZ_16G2370	CAI4054545.1
SUVZ_16G2380	CAI4054549.1
SUVZ_16G2390	CAI4054553.1
SUVZ_16G2400	CAI4054557.1
SUVZ_16G2410	CAI4054561.1
SUVZ_16G2420	CAI4054565.1
SUVZ_16G2430	CAI4054569.1
SUVZ_16G2440	CAI4054573.1
SUVZ_16G2450	CAI4054577.1
SUVZ_16G2460	CAI4054581.1
SUVZ_16G2470	CAI4054585.1
SUVZ_16G2480	CAI4054589.1
SUVZ_16G2490	CAI4054593.1
SUVZ_16G2500	CAI4054597.1
SUVZ_16G2500	CAI4054597.1
SUVZ_16G2510	CAI4054601.1
SUVZ_16G2520	CAI4054605.1
SUVZ_16G2530	CAI4054609.1
SUVZ_16G2540	CAI4054613.1
SUVZ_16G2550	CAI4054617.1
SUVZ_16G2560	CAI4054621.1
SUVZ_16G2570	CAI4054625.1
SUVZ_16G2580	CAI4054629.1
SUVZ_16G2590	CAI4054633.1
SUVZ_16G2600	CAI4054637.1
SUVZ_16G2610	CAI4054641.1
SUVZ_16G2620	CAI4054645.1
SUVZ_16G2630	CAI4054649.1
SUVZ_16G2640	CAI4054653.1
SUVZ_16G2650	CAI4054656.1
SUVZ_16G2660	CAI4054659.1
SUVZ_16G2670	CAI4054662.1
SUVZ_16G2680	CAI4054665.1
SUVZ_16G2690	CAI4054668.1
SUVZ_16G2700	CAI4054671.1
SUVZ_16G2710	CAI4054674.1
SUVZ_16G2720	CAI4054677.1
SUVZ_16G2730	CAI4054680.1
SUVZ_16G2740	CAI4054683.1
SUVZ_16G2750	CAI4054686.1
SUVZ_16G2760	CAI4054689.1
SUVZ_16G2770	CAI4054692.1
SUVZ_16G2780	CAI4054694.1
SUVZ_16G2790	CAI4054697.1
SUVZ_16G2800	CAI4054700.1
SUVZ_16G2810	CAI4054703.1
SUVZ_16G2820	CAI4054706.1
SUVZ_16G2830	CAI4054709.1
SUVZ_16G2840	CAI4054712.1
SUVZ_16G2850	CAI4054715.1
SUVZ_16G2860	CAI4054718.1
SUVZ_16G2870	CAI4054721.1
SUVZ_16G2880	CAI4054724.1
SUVZ_16G2890	CAI4054727.1
