SPAR_A00010	XP_033764409.1
SPAR_P01250	XP_033769622.1
SPAR_P01260	XP_033769623.1
SPAR_P01270	XP_033769624.1
SPAR_P01280	XP_033769625.1
SPAR_P01290	XP_033769626.1
SPAR_P01300	XP_033769627.1
SPAR_P01300	XP_033769627.1
SPAR_P01310	XP_033769628.1
SPAR_P01320	XP_033769629.1
SPAR_P01330	XP_033769630.1
SPAR_P01340	XP_033769631.1
SPAR_P01350	XP_033769632.1
SPAR_P01360	XP_033769633.1
SPAR_P01370	XP_033769634.1
SPAR_P01380	XP_033769635.1
SPAR_P01390	XP_033769636.1
SPAR_P01400	XP_033769637.1
SPAR_P01410	XP_033769638.1
SPAR_P01420	XP_033769639.1
SPAR_P01420	XP_033769639.1
SPAR_P01430	XP_033769640.1
SPAR_P01440	XP_033769641.1
SPAR_P01450	XP_033769642.1
SPAR_P01460	XP_033769643.1
SPAR_P01470	XP_033769644.1
SPAR_P01480	XP_033769645.1
SPAR_P01490	XP_033769646.1
SPAR_P01500	XP_033769647.1
SPAR_P01510	XP_033769648.1
SPAR_P01520	XP_033769649.1
SPAR_P01530	XP_033769650.1
SPAR_P01540	XP_033769651.1
SPAR_P01550	XP_033769652.1
SPAR_P01560	XP_033769653.1
SPAR_P01570	XP_033769654.1
SPAR_P01580	XP_033769655.1
SPAR_P01590	XP_033769656.1
SPAR_P01600	XP_033769657.1
SPAR_P01610	XP_033769658.1
SPAR_P01610	XP_033769658.1
SPAR_P01620	XP_033769659.1
SPAR_P01630	XP_033769660.1
SPAR_P01640	XP_033769661.1
SPAR_P01650	XP_033769662.1
SPAR_P01660	XP_033769663.1
SPAR_P01670	XP_033769664.1
SPAR_P01680	XP_033769665.1
SPAR_P01690	XP_033769666.1
SPAR_P01700	XP_033769667.1
SPAR_P01710	XP_033769668.1
SPAR_P01720	XP_033769669.1
SPAR_P01730	XP_033769670.1
SPAR_P01740	XP_033769671.1
SPAR_P01750	XP_033769672.1
SPAR_P01760	XP_033769673.1
SPAR_P01770	XP_033769674.1
SPAR_P01780	XP_033769675.1
SPAR_P01790	XP_033769676.1
SPAR_P01800	XP_033769677.1
SPAR_P01810	XP_033769678.1
SPAR_P01820	XP_033769679.1
SPAR_P01830	XP_033769680.1
SPAR_P01840	XP_033769681.1
SPAR_P01850	XP_033769682.1
SPAR_P01860	XP_033769683.1
SPAR_P01870	XP_033769684.1
SPAR_P01880	XP_033769685.1
SPAR_P01880	XP_033769685.1
SPAR_P01890	XP_033769686.1
SPAR_P01890	XP_033769686.1
SPAR_P01900	XP_033769687.1
SPAR_P01910	XP_033769688.1
SPAR_P01920	XP_033769689.1
SPAR_P01930	XP_033769690.1
SPAR_P01940	XP_033769691.1
SPAR_P01950	XP_033769692.1
SPAR_P01960	XP_033769693.1
SPAR_P01970	XP_033769694.1
SPAR_P01980	XP_033769695.1
SPAR_P01990	XP_033769696.1
SPAR_P02000	XP_033769697.1
SPAR_P02010	XP_033769698.1
SPAR_P02020	XP_033769699.1
SPAR_P02030	XP_033769700.1
SPAR_P02040	XP_033769701.1
SPAR_P02050	XP_033769702.1
SPAR_P02060	XP_033769703.1
SPAR_P02070	XP_033769704.1
SPAR_P02080	XP_033769705.1
SPAR_P02090	XP_033769706.1
SPAR_P02100	XP_033769707.1
SPAR_P02110	XP_033769708.1
SPAR_P02120	XP_033769709.1
SPAR_P02130	XP_033769710.1
SPAR_P02140	XP_033769711.1
SPAR_P02150	XP_033769712.1
SPAR_P02160	XP_033769713.1
SPAR_P02170	XP_033769714.1
SPAR_P02180	XP_033769715.1
SPAR_P02190	XP_033769716.1
SPAR_P02200	XP_033769717.1
SPAR_P02210	XP_033769718.1
SPAR_P02220	XP_033769719.1
SPAR_P02230	XP_033769720.1
SPAR_P02240	XP_033769721.1
SPAR_P02250	XP_033769722.1
SPAR_P02260	XP_033769723.1
SPAR_P02270	XP_033769724.1
SPAR_P02280	XP_033769725.1
SPAR_P02290	XP_033769726.1
SPAR_P02300	XP_033769727.1
SPAR_P02310	XP_033769728.1
SPAR_P02320	XP_033769729.1
SPAR_P02330	XP_033769730.1
SPAR_P02330	XP_033769730.1
SPAR_P02340	XP_033769731.1
SPAR_P02350	XP_033769732.1
SPAR_P02360	XP_033769733.1
SPAR_P02370	XP_033769734.1
SPAR_P02380	XP_033769735.1
SPAR_P02390	XP_033769736.1
SPAR_P02400	XP_033769737.1
SPAR_P02410	XP_033769738.1
SPAR_P02420	XP_033769739.1
SPAR_P02430	XP_033769740.1
SPAR_P02440	XP_033769741.1
SPAR_P02450	XP_033769742.1
SPAR_P02460	XP_033769743.1
SPAR_P02460	XP_033769743.1
SPAR_P02470	XP_033769744.1
SPAR_P02480	XP_033769745.1
SPAR_P02490	XP_033769746.1
SPAR_P02500	XP_033769747.1
SPAR_P02510	XP_033769748.1
SPAR_P02520	XP_033769749.1
SPAR_P02530	XP_033769750.1
SPAR_P02540	XP_033769751.1
SPAR_P02550	XP_033769752.1
SPAR_P02560	XP_033769753.1
SPAR_P02570	XP_033769754.1
SPAR_P02580	XP_033769755.1
SPAR_P02590	XP_033769756.1
SPAR_P02600	XP_033769757.1
SPAR_P02610	XP_033769758.1
SPAR_P02620	XP_033769759.1
SPAR_P02630	XP_033769760.1
SPAR_P02640	XP_033769761.1
SPAR_P02650	XP_033769762.1
SPAR_P02660	XP_033769763.1
SPAR_P02670	XP_033769764.1
SPAR_P02680	XP_033769765.1
SPAR_P02690	XP_033769766.1
SPAR_P02700	XP_033769767.1
SPAR_P02710	XP_033769768.1
SPAR_P02720	XP_033769769.1
SPAR_P02730	XP_033769770.1
SPAR_P02730	XP_033769770.1
SPAR_P02740	XP_033769771.1
SPAR_P02750	XP_033769772.1
SPAR_P02760	XP_033769773.1
SPAR_P02770	XP_033769774.1
SPAR_P02780	XP_033769775.1
SPAR_P02790	XP_033769776.1
SPAR_P02800	XP_033769777.1
SPAR_P02810	XP_033769778.1
SPAR_P02820	XP_033769779.1
SPAR_P02830	XP_033769780.1
SPAR_P02840	XP_033769781.1
SPAR_P02850	XP_033769782.1
SPAR_P02860	XP_033769783.1
SPAR_P02870	XP_033769784.1
SPAR_P02880	XP_033769785.1
SPAR_P02890	XP_033769786.1
SPAR_P02900	XP_033769787.1
SPAR_P02900	XP_033769787.1
SPAR_P02910	XP_033769788.1
SPAR_P02920	XP_033769789.1
SPAR_P02930	XP_033769790.1
SPAR_P02940	XP_033769791.1
SPAR_P02950	XP_033769792.1
SPAR_P02960	XP_033769793.1
SPAR_P02970	XP_033769794.1
SPAR_P02980	XP_033769795.1
SPAR_P02990	XP_033769796.1
SPAR_P03000	XP_033769797.1
SPAR_P03010	XP_033769798.1
SPAR_P03020	XP_033769799.1
SPAR_P03030	XP_033769800.1
SPAR_P03040	XP_033769801.1
SPAR_P03040	XP_033769801.1
SPAR_P03050	XP_033769802.1
SPAR_P03060	XP_033769803.1
SPAR_P03070	XP_033769804.1
SPAR_P03080	XP_033769805.1
SPAR_P03090	XP_033769806.1
SPAR_P03100	XP_033769807.1
SPAR_P03110	XP_033769808.1
SPAR_P03120	XP_033769809.1
SPAR_P03130	XP_033769810.1
SPAR_P03140	XP_033769811.1
SPAR_P03150	XP_033769812.1
SPAR_P03160	XP_033769813.1
SPAR_P03170	XP_033769814.1
SPAR_P03180	XP_033769815.1
SPAR_P03190	XP_033769816.1
SPAR_P03200	XP_033769817.1
SPAR_P03200	XP_033769817.1
SPAR_P03210	XP_033769818.1
SPAR_P03220	XP_033769819.1
SPAR_P03230	XP_033769820.1
SPAR_P03240	XP_033769821.1
SPAR_P03250	XP_033769822.1
SPAR_P03260	XP_033769823.1
SPAR_P03270	XP_033769824.1
SPAR_P03280	XP_033769825.1
SPAR_P03290	XP_033769826.1
SPAR_P03300	XP_033769827.1
SPAR_P03310	XP_033769828.1
SPAR_P03320	XP_033769829.1
SPAR_P03330	XP_033769830.1
SPAR_P03340	XP_033769831.1
SPAR_P03350	XP_033769832.1
SPAR_P03360	XP_033769833.1
SPAR_P03370	XP_033769834.1
SPAR_P03380	XP_033769835.1
SPAR_P03390	XP_033769836.1
SPAR_P03400	XP_033769837.1
SPAR_P03410	XP_033769838.1
SPAR_P03420	XP_033769839.1
SPAR_P03430	XP_033769840.1
SPAR_P03440	XP_033769841.1
SPAR_P03450	XP_033769842.1
SPAR_P03460	XP_033769843.1
SPAR_P03470	XP_033769844.1
SPAR_P03470	XP_033769844.1
SPAR_P03480	XP_033769845.1
SPAR_P03490	XP_033769846.1
SPAR_P03500	XP_033769847.1
SPAR_P03510	XP_033769848.1
SPAR_P03520	XP_033769849.1
SPAR_P03530	XP_033769850.1
SPAR_P03540	XP_033769851.1
SPAR_P03550	XP_033769852.1
SPAR_P03560	XP_033769853.1
SPAR_P03570	XP_033769854.1
SPAR_P03580	XP_033769855.1
SPAR_P03590	XP_033769856.1
SPAR_P03600	XP_033769857.1
SPAR_P03610	XP_033769858.1
SPAR_P03620	XP_033769859.1
SPAR_P03630	XP_033769860.1
SPAR_P03640	XP_033769861.1
SPAR_P03650	XP_033769862.1
SPAR_P03660	XP_033769863.1
SPAR_P03670	XP_033769864.1
SPAR_P03680	XP_033769865.1
SPAR_P03690	XP_033769866.1
SPAR_P03700	XP_033769867.1
SPAR_P03710	XP_033769868.1
SPAR_P03720	XP_033769869.1
SPAR_P03730	XP_033769870.1
SPAR_P03740	XP_033769871.1
SPAR_P03750	XP_033769872.1
SPAR_P03760	XP_033769873.1
SPAR_P03770	XP_033769874.1
SPAR_P03770	XP_033769874.1
SPAR_P03780	XP_033769875.1
SPAR_P03790	XP_033769876.1
SPAR_P03800	XP_033769877.1
SPAR_P03810	XP_033769878.1
SPAR_P03820	XP_033769879.1
SPAR_P03830	XP_033769880.1
SPAR_P03840	XP_033769881.1
SPAR_P03850	XP_033769882.1
SPAR_P03860	XP_033769883.1
SPAR_P03870	XP_033769884.1
SPAR_P03880	XP_033769885.1
SPAR_P03890	XP_033769886.1
SPAR_P03900	XP_033769887.1
SPAR_P03910	XP_033769888.1
SPAR_P03920	XP_033769889.1
SPAR_P03930	XP_033769890.1
SPAR_P03940	XP_033769891.1
SPAR_P03950	XP_033769892.1
SPAR_P03960	XP_033769893.1
SPAR_P03960	XP_033769893.1
SPAR_P03970	XP_033769894.1
SPAR_P03980	XP_033769895.1
SPAR_P03990	XP_033769896.1
SPAR_P04000	XP_033769897.1
SPAR_P04010	XP_033769898.1
SPAR_P04020	XP_033769899.1
SPAR_P04030	XP_033769900.1
SPAR_P04040	XP_033769901.1
SPAR_P04050	XP_033769902.1
SPAR_P04060	XP_033769903.1
SPAR_P04070	XP_033769904.1
SPAR_P04080	XP_033769905.1
SPAR_P04090	XP_033769906.1
SPAR_P04100	XP_033769907.1
SPAR_P04110	XP_033769908.1
SPAR_P04120	XP_033769909.1
SPAR_P04130	XP_033769910.1
SPAR_P04130	XP_033769910.1
SPAR_P04140	XP_033769911.1
SPAR_P04150	XP_033769912.1
SPAR_P04160	XP_033769913.1
SPAR_P04170	XP_033769914.1
SPAR_P04180	XP_033769915.1
SPAR_P04190	XP_033769916.1
SPAR_P04200	XP_033769917.1
SPAR_P04210	XP_033769918.1
SPAR_P04220	XP_033769919.1
SPAR_P04230	XP_033769920.1
SPAR_P04240	XP_033769921.1
SPAR_P04250	XP_033769922.1
SPAR_P04260	XP_033769923.1
SPAR_P04270	XP_033769924.1
SPAR_P04280	XP_033769925.1
SPAR_P04290	XP_033769926.1
SPAR_P04290	XP_033769926.1
SPAR_P04300	XP_033769927.1
SPAR_P04310	XP_033769928.1
SPAR_P04320	XP_033769929.1
SPAR_P04330	XP_033769930.1
SPAR_P04340	XP_033769931.1
SPAR_P04350	XP_033769932.1
SPAR_P04360	XP_033769933.1
SPAR_P04370	XP_033769934.1
SPAR_P04380	XP_033769935.1
SPAR_P04390	XP_033769936.1
A560_mgp10	YP_006460228.1
A560_mgp09	YP_006460229.1
A560_mgp08	YP_006460230.1
A560_mgp08	YP_006460230.1
A560_mgp08	YP_006460230.1
A560_mgp08	YP_006460230.1
A560_mgp08	YP_006460230.1
A560_mgp08	YP_006460231.1
A560_mgp08	YP_006460232.1
A560_mgp07	YP_006460233.1
A560_mgp06	YP_006460234.1
A560_mgp05	YP_006460235.1
A560_mgp04	YP_006460236.1
A560_mgp04	YP_006460236.1
A560_mgp04	YP_006460236.1
A560_mgp04	YP_006460236.1
A560_mgp04	YP_006460236.1
A560_mgp04	YP_006460237.1
A560_mgp04	YP_006460238.1
A560_mgp03	YP_006460239.1
A560_mgp02	YP_006460240.1
A560_mgp01	YP_006460241.1
