NCAS_0A00100	XP_003672961.1
NCAS_0H02750	XP_003677932.1
NCAS_0H02760	XP_003677933.1
NCAS_0H02760	XP_003677933.1
NCAS_0H02770	XP_003677934.1
NCAS_0H02780	XP_003677935.1
NCAS_0H02790	XP_003677936.1
NCAS_0H02800	XP_003677937.1
NCAS_0H02810	XP_003677938.1
NCAS_0H02820	XP_003677939.1
NCAS_0H02830	XP_003677940.1
NCAS_0H02840	XP_003677941.1
NCAS_0H02850	XP_003677942.1
NCAS_0H02860	XP_003677943.1
NCAS_0H02860	XP_003677943.1
NCAS_0H02870	XP_003677944.1
NCAS_0H02880	XP_003677945.1
NCAS_0H02890	XP_003677946.1
NCAS_0H02900	XP_003677947.1
NCAS_0H02910	XP_003677948.1
NCAS_0H02920	XP_003677949.1
NCAS_0H02930	XP_003677950.1
NCAS_0H02940	XP_003677951.1
NCAS_0H02950	XP_003677952.1
NCAS_0H02960	XP_003677953.1
NCAS_0H02970	XP_003677954.1
NCAS_0H02980	XP_003677955.1
NCAS_0H02990	XP_003677956.1
NCAS_0H03000	XP_003677957.1
NCAS_0H03010	XP_003677958.1
NCAS_0H03020	XP_003677959.1
NCAS_0H03030	XP_003677960.1
NCAS_0H03040	XP_003677961.1
NCAS_0H03050	XP_003677962.1
NCAS_0H03060	XP_003677963.1
NCAS_0H03070	XP_003677964.1
NCAS_0H03080	XP_003677965.1
NCAS_0H03090	XP_003677966.1
NCAS_0H03100	XP_003677967.1
NCAS_0H03110	XP_003677968.1
NCAS_0H03120	XP_003677969.1
NCAS_0H03130	XP_003677970.1
NCAS_0H03140	XP_003677971.1
NCAS_0H03150	XP_003677972.1
NCAS_0H03160	XP_003677973.1
NCAS_0H03170	XP_003677974.1
NCAS_0H03180	XP_003677975.1
NCAS_0H03190	XP_003677976.1
NCAS_0H03200	XP_003677977.1
NCAS_0H03210	XP_003677978.1
NCAS_0H03220	XP_003677979.1
NCAS_0H03230	XP_003677980.1
NCAS_0H03240	XP_003677981.1
NCAS_0H03250	XP_003677982.1
NCAS_0H03260	XP_003677983.1
NCAS_0H03270	XP_003677984.1
NCAS_0H03280	XP_003677985.1
NCAS_0H03290	XP_003677986.1
NCAS_0H03300	XP_003677987.1
NCAS_0H03310	XP_003677988.1
NCAS_0H03320	XP_003677989.1
NCAS_0H03330	XP_003677990.1
NCAS_0H03340	XP_003677991.1
NCAS_0H03350	XP_003677992.1
NCAS_0H03360	XP_003677993.1
NCAS_0H03370	XP_003677994.1
NCAS_0H03380	XP_003677995.2
NCAS_0H03390	XP_003677996.1
NCAS_0H03400	XP_003677997.1
NCAS_0H03410	XP_003677998.1
NCAS_0H03420	XP_003677999.1
NCAS_0H03430	XP_003678000.1
NCAS_0H03440	XP_003678001.1
NCAS_0H03450	XP_003678002.1
NCAS_0H03460	XP_003678003.1
NCAS_0H03470	XP_003678004.1
NCAS_0H03480	XP_003678005.1
NCAS_0H03490	XP_003678006.1
NCAS_0H03500	XP_003678007.1
NCAS_0H03510	XP_003678008.1
NCAS_0H03530	XP_003678009.1
NCAS_0H03540	XP_003678010.1
NCAS_0H03550	XP_003678011.1
NCAS_0H03560	XP_003678012.1
NCAS_0H03570	XP_003678013.1
NCAS_0H03580	XP_003678014.1
NCAS_0H03590	XP_003678015.1
NCAS_0H03600	XP_003678016.1
NCAS_0H03610	XP_003678017.1
NCAS_0H03620	XP_003678018.1
NCAS_0H03630	XP_003678019.1
NCAS_0H03640	XP_003678020.1
NCAS_0H03650	XP_003678021.1
NCAS_0H03660	XP_003678022.1
NCAS_0H03670	XP_003678023.1
NCAS_0I00100	XP_003678024.1
NCAS_0I00110	XP_003678025.1
NCAS_0I00120	XP_003678026.1
NCAS_0I00130	XP_003678027.1
NCAS_0I00140	XP_003678028.1
NCAS_0I00150	XP_003678029.1
NCAS_0I00160	XP_003678030.1
NCAS_0I00170	XP_003678031.1
NCAS_0I00180	XP_003678032.1
NCAS_0I00190	XP_003678033.1
NCAS_0I00200	XP_003678034.1
NCAS_0I00210	XP_003678035.1
NCAS_0I00220	XP_003678036.1
NCAS_0I00230	XP_003678037.1
NCAS_0I00240	XP_003678038.1
NCAS_0I00250	XP_003678039.1
NCAS_0I00260	XP_003678040.1
NCAS_0I00270	XP_003678041.1
NCAS_0I00280	XP_003678042.1
NCAS_0I00290	XP_003678043.1
NCAS_0I00300	XP_003678044.1
NCAS_0I00310	XP_003678045.1
NCAS_0I00320	XP_003678046.1
NCAS_0I00330	XP_003678047.1
NCAS_0I00340	XP_003678048.1
NCAS_0I00350	XP_003678049.1
NCAS_0I00360	XP_003678050.1
NCAS_0I00370	XP_003678051.1
NCAS_0I00380	XP_003678052.1
NCAS_0I00390	XP_003678053.1
NCAS_0I00400	XP_003678054.1
NCAS_0I00410	XP_003678055.1
NCAS_0I00420	XP_003678056.1
NCAS_0I00430	XP_003678057.1
NCAS_0I00440	XP_003678058.1
NCAS_0I00450	XP_003678059.1
NCAS_0I00460	XP_003678060.1
NCAS_0I00470	XP_003678061.1
NCAS_0I00480	XP_003678062.1
NCAS_0I00490	XP_003678063.1
NCAS_0I00500	XP_003678064.1
NCAS_0I00510	XP_003678065.1
NCAS_0I00530	XP_003678066.1
NCAS_0I00540	XP_003678067.1
NCAS_0I00550	XP_003678068.1
NCAS_0I00560	XP_003678069.1
NCAS_0I00570	XP_003678070.1
NCAS_0I00580	XP_003678071.1
NCAS_0I00590	XP_003678072.1
NCAS_0I00600	XP_003678073.1
NCAS_0I00610	XP_003678074.1
NCAS_0I00620	XP_003678075.1
NCAS_0I00630	XP_003678076.1
NCAS_0I00640	XP_003678077.1
NCAS_0I00650	XP_003678078.1
NCAS_0I00660	XP_003678079.1
NCAS_0I00670	XP_003678080.1
NCAS_0I00680	XP_003678081.1
NCAS_0I00690	XP_003678082.1
NCAS_0I00700	XP_003678083.1
NCAS_0I00710	XP_003678084.1
NCAS_0I00720	XP_003678085.1
NCAS_0I00730	XP_003678086.1
NCAS_0I00740	XP_003678087.1
NCAS_0I00740	XP_003678087.1
NCAS_0I00750	XP_003678088.1
NCAS_0I00760	XP_003678089.1
NCAS_0I00770	XP_003678090.1
NCAS_0I00780	XP_003678091.1
NCAS_0I00790	XP_003678092.1
NCAS_0I00790	XP_003678092.1
NCAS_0I00800	XP_003678093.1
NCAS_0I00810	XP_003678094.1
NCAS_0I00820	XP_003678095.1
NCAS_0I00830	XP_003678096.1
NCAS_0I00840	XP_003678097.1
NCAS_0I00850	XP_003678098.1
NCAS_0I00860	XP_003678099.1
NCAS_0I00870	XP_003678100.1
NCAS_0I00880	XP_003678101.1
NCAS_0I00890	XP_003678102.1
NCAS_0I00900	XP_003678103.1
NCAS_0I00910	XP_003678104.1
NCAS_0I00920	XP_003678105.1
NCAS_0I00930	XP_003678106.1
NCAS_0I00940	XP_003678107.1
NCAS_0I00950	XP_003678108.1
NCAS_0I00960	XP_003678109.1
NCAS_0I00970	XP_003678110.1
NCAS_0I00980	XP_003678111.1
NCAS_0I00990	XP_003678112.1
NCAS_0I00990	XP_003678112.1
NCAS_0I01000	XP_003678113.1
NCAS_0I01010	XP_003678114.1
NCAS_0I01020	XP_003678115.1
NCAS_0I01030	XP_003678116.1
NCAS_0I01040	XP_003678117.1
NCAS_0I01050	XP_003678118.1
NCAS_0I01060	XP_003678119.1
NCAS_0I01060	XP_003678119.1
NCAS_0I01060	XP_003678119.1
NCAS_0I01070	XP_003678120.1
NCAS_0I01080	XP_003678121.1
NCAS_0I01090	XP_003678122.1
NCAS_0I01100	XP_003678123.1
NCAS_0I01110	XP_003678124.1
NCAS_0I01120	XP_003678125.1
NCAS_0I01130	XP_003678126.1
NCAS_0I01140	XP_003678127.1
NCAS_0I01150	XP_003678128.1
NCAS_0I01160	XP_003678129.1
NCAS_0I01180	XP_003678130.1
NCAS_0I01190	XP_003678131.1
NCAS_0I01200	XP_003678132.1
NCAS_0I01210	XP_003678133.1
NCAS_0I01220	XP_003678134.1
NCAS_0I01230	XP_003678135.1
NCAS_0I01240	XP_003678136.1
NCAS_0I01250	XP_003678137.1
NCAS_0I01260	XP_003678138.1
NCAS_0I01270	XP_003678139.1
NCAS_0I01280	XP_003678140.1
NCAS_0I01290	XP_003678141.1
NCAS_0I01300	XP_003678142.1
NCAS_0I01310	XP_003678143.1
NCAS_0I01320	XP_003678144.1
NCAS_0I01330	XP_003678145.1
NCAS_0I01340	XP_003678146.1
NCAS_0I01340	XP_003678146.1
NCAS_0I01350	XP_003678147.1
NCAS_0I01360	XP_003678148.1
NCAS_0I01370	XP_003678149.1
NCAS_0I01380	XP_003678150.1
NCAS_0I01390	XP_003678151.1
NCAS_0I01400	XP_003678152.1
NCAS_0I01410	XP_003678153.1
NCAS_0I01420	XP_003678154.1
NCAS_0I01430	XP_003678155.1
NCAS_0I01440	XP_003678156.1
NCAS_0I01450	XP_003678157.1
NCAS_0I01460	XP_003678158.1
NCAS_0I01480	XP_003678159.1
NCAS_0I01490	XP_003678160.1
NCAS_0I01510	XP_003678161.1
NCAS_0I01520	XP_003678162.1
NCAS_0I01530	XP_003678163.1
NCAS_0I01540	XP_003678164.1
NCAS_0I01550	XP_003678165.1
NCAS_0I01560	XP_003678166.1
NCAS_0I01570	XP_003678167.1
NCAS_0I01580	XP_003678168.1
NCAS_0I01590	XP_003678169.1
NCAS_0I01600	XP_003678170.1
NCAS_0I01610	XP_003678171.1
NCAS_0I01620	XP_003678172.1
NCAS_0I01630	XP_003678173.1
NCAS_0I01640	XP_003678174.1
NCAS_0I01650	XP_003678175.1
NCAS_0I01660	XP_003678176.1
NCAS_0I01670	XP_003678177.1
NCAS_0I01680	XP_003678178.1
NCAS_0I01690	XP_003678179.1
NCAS_0I01700	XP_003678180.1
NCAS_0I01700	XP_003678180.1
NCAS_0I01710	XP_003678181.1
NCAS_0I01720	XP_003678182.1
NCAS_0I01730	XP_003678183.1
NCAS_0I01740	XP_003678184.1
NCAS_0I01750	XP_003678185.1
NCAS_0I01760	XP_003678186.1
NCAS_0I01770	XP_003678187.1
NCAS_0I01780	XP_003678188.1
NCAS_0I01790	XP_003678189.1
NCAS_0I01800	XP_003678190.1
NCAS_0I01810	XP_003678191.1
NCAS_0I01820	XP_003678192.1
NCAS_0I01830	XP_003678193.1
NCAS_0I01840	XP_003678194.1
NCAS_0I01850	XP_003678195.1
NCAS_0I01860	XP_003678196.1
NCAS_0I01870	XP_003678197.1
NCAS_0I01880	XP_003678198.1
NCAS_0I01890	XP_003678199.1
NCAS_0I01900	XP_003678200.1
NCAS_0I01910	XP_003678201.1
NCAS_0I01920	XP_003678202.1
NCAS_0I01930	XP_003678203.1
NCAS_0I01940	XP_003678204.1
NCAS_0I01940	XP_003678204.1
NCAS_0I01950	XP_003678205.1
NCAS_0I01960	XP_003678206.1
NCAS_0I01970	XP_003678207.1
NCAS_0I01980	XP_003678208.1
NCAS_0I01990	XP_003678209.1
NCAS_0I02000	XP_003678210.1
NCAS_0I02010	XP_003678211.1
NCAS_0I02020	XP_003678212.1
NCAS_0I02030	XP_003678213.1
NCAS_0I02040	XP_003678214.1
NCAS_0I02050	XP_003678215.1
NCAS_0I02060	XP_003678216.1
NCAS_0I02070	XP_003678217.1
NCAS_0I02080	XP_003678218.1
NCAS_0I02090	XP_003678219.1
NCAS_0I02100	XP_003678220.1
NCAS_0I02110	XP_003678221.1
NCAS_0I02120	XP_003678222.1
NCAS_0I02130	XP_003678223.1
NCAS_0I02140	XP_003678224.1
NCAS_0I02150	XP_003678225.1
NCAS_0I02160	XP_003678226.1
NCAS_0I02170	XP_003678227.1
NCAS_0I02180	XP_003678228.1
NCAS_0I02190	XP_003678229.1
NCAS_0I02200	XP_003678230.1
NCAS_0I02210	XP_003678231.1
NCAS_0I02220	XP_003678232.1
NCAS_0I02230	XP_003678233.1
NCAS_0I02240	XP_003678234.1
NCAS_0I02250	XP_003678235.1
NCAS_0I02260	XP_003678236.1
NCAS_0I02270	XP_003678237.1
NCAS_0I02280	XP_003678238.1
NCAS_0I02290	XP_003678239.1
NCAS_0I02300	XP_003678240.1
NCAS_0I02310	XP_003678241.1
NCAS_0I02320	XP_003678242.1
NCAS_0I02330	XP_003678243.1
NCAS_0I02340	XP_003678244.1
NCAS_0I02350	XP_003678245.1
NCAS_0I02360	XP_003678246.1
NCAS_0I02370	XP_003678247.1
NCAS_0I02380	XP_003678248.1
NCAS_0I02390	XP_003678249.1
NCAS_0I02400	XP_003678250.1
NCAS_0I02410	XP_003678251.1
NCAS_0I02420	XP_003678252.1
NCAS_0I02430	XP_003678253.1
NCAS_0I02440	XP_003678254.1
NCAS_0I02450	XP_003678255.1
NCAS_0I02460	XP_003678256.1
NCAS_0I02470	XP_003678257.1
NCAS_0I02480	XP_003678258.1
NCAS_0I02490	XP_003678259.1
NCAS_0I02500	XP_003678260.1
NCAS_0I02510	XP_003678261.1
NCAS_0I02520	XP_003678262.1
NCAS_0I02530	XP_003678263.1
NCAS_0I02540	XP_003678264.1
NCAS_0I02550	XP_003678265.1
NCAS_0I02560	XP_003678266.1
NCAS_0I02570	XP_003678267.1
NCAS_0I02580	XP_003678268.1
NCAS_0I02590	XP_003678269.1
NCAS_0I02600	XP_003678270.1
NCAS_0I02610	XP_003678271.1
NCAS_0I02620	XP_003678272.1
NCAS_0I02630	XP_003678273.1
NCAS_0I02640	XP_003678274.1
NCAS_0I02650	XP_003678275.1
NCAS_0I02660	XP_003678276.1
NCAS_0I02670	XP_003678277.1
NCAS_0I02670	XP_003678277.1
NCAS_0I02680	XP_003678278.1
NCAS_0I02690	XP_003678279.1
NCAS_0I02700	XP_003678280.1
NCAS_0I02710	XP_003678281.1
NCAS_0I02720	XP_003678282.1
NCAS_0I02730	XP_003678283.1
NCAS_0I02740	XP_003678284.1
NCAS_0I02750	XP_003678285.1
NCAS_0I02760	XP_003678286.1
NCAS_0I02770	XP_003678287.1
NCAS_0I02780	XP_003678288.1
NCAS_0I02790	XP_003678289.1
NCAS_0I02800	XP_003678290.1
NCAS_0I02810	XP_003678291.1
NCAS_0I02820	XP_003678292.1
NCAS_0I02830	XP_003678293.1
NCAS_0I02840	XP_003678294.1
NCAS_0I02850	XP_003678295.1
NCAS_0I02860	XP_003678296.1
NCAS_0I02870	XP_003678297.1
NCAS_0I02880	XP_003678298.1
NCAS_0I02890	XP_003678299.1
NCAS_0I02900	XP_003678300.1
NCAS_0I02910	XP_003678301.1
NCAS_0I02920	XP_003678302.1
NCAS_0I02930	XP_003678303.1
NCAS_0I02940	XP_003678304.1
NCAS_0I02940	XP_003678304.1
NCAS_0I02950	XP_003678305.1
NCAS_0I02960	XP_003678306.1
NCAS_0I02970	XP_003678307.1
NCAS_0I02980	XP_003678308.1
NCAS_0I02990	XP_003678309.1
NCAS_0I03000	XP_003678310.1
NCAS_0I03010	XP_003678311.1
NCAS_0I03020	XP_003678312.1
NCAS_0I03030	XP_003678313.1
NCAS_0I03040	XP_003678314.1
NCAS_0I03040	XP_003678314.1
NCAS_0I03050	XP_003678315.1
NCAS_0I03060	XP_003678316.1
NCAS_0I03060	XP_003678316.1
NCAS_0I03070	XP_003678317.1
NCAS_0I03080	XP_003678318.1
NCAS_0I03090	XP_003678319.1
NCAS_0I03100	XP_003678320.1
NCAS_0I03110	XP_003678321.1
NCAS_0I03120	XP_003678322.1
NCAS_0I03130	XP_003678323.1
NCAS_0I03140	XP_003678324.1
NCAS_0I03150	XP_003678325.1
NCAS_0I03160	XP_003678326.1
NCAS_0I03170	XP_003678327.1
NCAS_0I03180	XP_003678328.1
NCAS_0I03190	XP_003678329.1
NCAS_0I03200	XP_003678330.1
NCAS_0I03210	XP_003678331.1
NCAS_0J00100	XP_003678332.1
NCAS_0J00110	XP_003678333.1
NCAS_0J00120	XP_003678334.1
NCAS_0J00130	XP_003678335.1
NCAS_0J00140	XP_003678336.1
NCAS_0J00150	XP_003678337.1
NCAS_0J00160	XP_003678338.1
NCAS_0J00170	XP_003678339.1
NCAS_0J00180	XP_003678340.1
NCAS_0J00190	XP_003678341.1
NCAS_0J00200	XP_003678342.1
NCAS_0J00210	XP_003678343.1
NCAS_0J00220	XP_003678344.1
NCAS_0J00230	XP_003678345.1
NCAS_0J00230	XP_003678345.1
NCAS_0J00240	XP_003678346.1
NCAS_0J00250	XP_003678347.1
NCAS_0J00260	XP_003678348.1
NCAS_0J00270	XP_003678349.1
NCAS_0J00280	XP_003678350.1
NCAS_0J00290	XP_003678351.1
NCAS_0J00300	XP_003678352.1
NCAS_0J00310	XP_003678353.1
NCAS_0J00320	XP_003678354.1
NCAS_0J00330	XP_003678355.1
NCAS_0J00340	XP_003678356.1
NCAS_0J00370	XP_003678357.1
NCAS_0J00380	XP_003678358.1
NCAS_0J00390	XP_003678359.1
NCAS_0J00390	XP_003678359.1
NCAS_0J00400	XP_003678360.1
NCAS_0J00410	XP_003678361.1
NCAS_0J00410	XP_003678361.1
NCAS_0J00420	XP_003678362.1
NCAS_0J00430	XP_003678363.1
NCAS_0J00440	XP_003678364.1
NCAS_0J00460	XP_003678365.1
NCAS_0J00470	XP_003678366.1
NCAS_0J00480	XP_003678367.1
NCAS_0J00490	XP_003678368.1
NCAS_0J00500	XP_003678369.1
NCAS_0J00510	XP_003678370.1
NCAS_0J00520	XP_003678371.1
NCAS_0J00530	XP_003678372.1
NCAS_0J00550	XP_003678373.1
NCAS_0J00560	XP_003678374.1
NCAS_0J00570	XP_003678375.1
NCAS_0J00580	XP_003678376.1
NCAS_0J00590	XP_003678377.1
NCAS_0J00600	XP_003678378.1
NCAS_0J00610	XP_003678379.1
NCAS_0J00620	XP_003678380.1
NCAS_0J00630	XP_003678381.1
NCAS_0J00640	XP_003678382.1
NCAS_0J00650	XP_003678383.1
NCAS_0J00660	XP_003678384.1
NCAS_0J00670	XP_003678385.1
NCAS_0J00680	XP_003678386.1
NCAS_0J00690	XP_003678387.1
NCAS_0J00700	XP_003678388.1
NCAS_0J00710	XP_003678389.1
NCAS_0J00720	XP_003678390.1
NCAS_0J00730	XP_003678391.1
NCAS_0J00740	XP_003678392.1
NCAS_0J00740	XP_003678392.1
NCAS_0J00750	XP_003678393.1
NCAS_0J00760	XP_003678394.1
NCAS_0J00770	XP_003678395.1
NCAS_0J00780	XP_003678396.1
NCAS_0J00790	XP_003678397.1
NCAS_0J00800	XP_003678398.1
NCAS_0J00810	XP_003678399.1
NCAS_0J00820	XP_003678400.1
NCAS_0J00830	XP_003678401.1
NCAS_0J00840	XP_003678402.1
NCAS_0J00840	XP_003678402.1
NCAS_0J00850	XP_003678403.1
NCAS_0J00860	XP_003678404.1
NCAS_0J00870	XP_003678405.1
NCAS_0J00880	XP_003678406.1
NCAS_0J00890	XP_003678407.1
NCAS_0J00900	XP_003678408.1
NCAS_0J00910	XP_003678409.1
NCAS_0J00920	XP_003678410.1
NCAS_0J00930	XP_003678411.1
NCAS_0J00940	XP_003678412.1
NCAS_0J00950	XP_003678413.1
NCAS_0J00960	XP_003678414.1
NCAS_0J00970	XP_003678415.1
NCAS_0J00980	XP_003678416.1
NCAS_0J00990	XP_003678417.1
NCAS_0J01000	XP_003678418.1
NCAS_0J01010	XP_003678419.1
NCAS_0J01020	XP_003678420.1
NCAS_0J01020	XP_003678420.1
NCAS_0J01020	XP_003678420.1
NCAS_0J01030	XP_003678421.1
NCAS_0J01040	XP_003678422.1
NCAS_0J01040	XP_003678422.1
NCAS_0J01050	XP_003678423.1
NCAS_0J01060	XP_003678424.1
NCAS_0J01070	XP_003678425.1
NCAS_0J01090	XP_003678426.1
NCAS_0J01100	XP_003678427.1
NCAS_0J01110	XP_003678428.1
NCAS_0J01120	XP_003678429.1
NCAS_0J01130	XP_003678430.1
NCAS_0J01140	XP_003678431.1
NCAS_0J01150	XP_003678432.1
NCAS_0J01160	XP_003678433.1
NCAS_0J01170	XP_003678434.1
NCAS_0J01180	XP_003678435.1
NCAS_0J01190	XP_003678436.1
NCAS_0J01200	XP_003678437.1
NCAS_0J01210	XP_003678438.1
NCAS_0J01220	XP_003678439.1
NCAS_0J01230	XP_003678440.1
NCAS_0J01240	XP_003678441.1
NCAS_0J01250	XP_003678442.1
NCAS_0J01260	XP_003678443.1
NCAS_0J01270	XP_003678444.1
NCAS_0J01270	XP_003678444.1
NCAS_0J01280	XP_003678445.1
NCAS_0J01290	XP_003678446.1
NCAS_0J01300	XP_003678447.1
NCAS_0J01310	XP_003678448.1
NCAS_0J01320	XP_003678449.1
NCAS_0J01330	XP_003678450.1
NCAS_0J01340	XP_003678451.1
NCAS_0J01350	XP_003678452.1
NCAS_0J01360	XP_003678453.1
NCAS_0J01370	XP_003678454.1
NCAS_0J01380	XP_003678455.1
NCAS_0J01390	XP_003678456.1
NCAS_0J01400	XP_003678457.1
NCAS_0J01410	XP_003678458.1
NCAS_0J01420	XP_003678459.1
NCAS_0J01430	XP_003678460.1
NCAS_0J01440	XP_003678461.1
NCAS_0J01450	XP_003678462.1
NCAS_0J01460	XP_003678463.1
NCAS_0J01470	XP_003678464.1
NCAS_0J01480	XP_003678465.1
NCAS_0J01490	XP_003678466.1
NCAS_0J01500	XP_003678467.1
NCAS_0J01510	XP_003678468.1
NCAS_0J01520	XP_003678469.1
NCAS_0J01530	XP_003678470.1
NCAS_0J01540	XP_003678471.1
NCAS_0J01550	XP_003678472.1
NCAS_0J01560	XP_003678473.1
NCAS_0J01570	XP_003678474.1
NCAS_0J01580	XP_003678475.1
NCAS_0J01590	XP_003678476.1
NCAS_0J01600	XP_003678477.1
NCAS_0J01610	XP_003678478.1
NCAS_0J01620	XP_003678479.1
NCAS_0J01630	XP_003678480.1
NCAS_0J01640	XP_003678481.1
NCAS_0J01650	XP_003678482.1
NCAS_0J01660	XP_003678483.1
NCAS_0J01670	XP_003678484.1
NCAS_0J01680	XP_003678485.1
NCAS_0J01690	XP_003678486.1
NCAS_0J01700	XP_003678487.1
NCAS_0J01710	XP_003678488.1
NCAS_0J01720	XP_003678489.1
NCAS_0J01730	XP_003678490.1
NCAS_0J01740	XP_003678491.1
NCAS_0J01750	XP_003678492.1
NCAS_0J01760	XP_003678493.1
NCAS_0J01770	XP_003678494.1
NCAS_0J01780	XP_003678495.1
NCAS_0J01790	XP_003678496.1
NCAS_0J01800	XP_003678497.1
NCAS_0J01810	XP_003678498.1
NCAS_0J01820	XP_003678499.1
NCAS_0J01830	XP_003678500.1
NCAS_0J01840	XP_003678501.1
NCAS_0J01850	XP_003678502.1
NCAS_0J01860	XP_003678503.1
NCAS_0J01870	XP_003678504.1
NCAS_0J01880	XP_003678505.1
NCAS_0J01890	XP_003678506.1
NCAS_0J01900	XP_003678507.1
NCAS_0J01910	XP_003678508.1
NCAS_0J01920	XP_003678509.1
NCAS_0J01930	XP_003678510.1
NCAS_0J01940	XP_003678511.1
NCAS_0J01950	XP_003678512.1
NCAS_0J01960	XP_003678513.1
NCAS_0J01970	XP_003678514.1
NCAS_0J01980	XP_003678515.1
NCAS_0J01990	XP_003678516.1
NCAS_0J02000	XP_003678517.1
NCAS_0J02010	XP_003678518.1
NCAS_0J02020	XP_003678519.1
NCAS_0J02030	XP_003678520.1
NCAS_0J02040	XP_003678521.1
NCAS_0J02050	XP_003678522.1
NCAS_0J02050	XP_003678522.1
NCAS_0J02060	XP_003678523.1
NCAS_0J02060	XP_003678523.1
NCAS_0J02070	XP_003678524.1
NCAS_0J02090	XP_003678525.1
NCAS_0J02100	XP_003678526.1
NCAS_0J02110	XP_003678527.1
NCAS_0J02120	XP_003678528.1
NCAS_0J02130	XP_003678529.1
NCAS_0J02140	XP_003678530.1
NCAS_0J02150	XP_003678531.1
NCAS_0J02160	XP_003678532.1
NCAS_0J02170	XP_003678533.1
NCAS_0J02180	XP_003678534.1
NCAS_0J02190	XP_003678535.1
NCAS_0J02200	XP_003678536.1
NCAS_0J02210	XP_003678537.1
NCAS_0J02220	XP_003678538.1
NCAS_0J02230	XP_003678539.1
NCAS_0J02240	XP_003678540.1
NCAS_0J02250	XP_003678541.1
NCAS_0J02250	XP_003678541.1
NCAS_0J02260	XP_003678542.1
NCAS_0J02270	XP_003678543.1
NCAS_0J02280	XP_003678544.1
NCAS_0J02290	XP_003678545.1
NCAS_0J02300	XP_003678546.1
NCAS_0J02310	XP_003678547.1
NCAS_0J02320	XP_003678548.1
NCAS_0J02330	XP_003678549.1
NCAS_0J02340	XP_003678550.1
NCAS_0J02350	XP_003678551.1
NCAS_0J02360	XP_003678552.1
