KAFR_0A00100	XP_003954583.1
KAFR_0K00620	XP_003959552.1
KAFR_0K00630	XP_003959553.1
KAFR_0K00640	XP_003959554.1
KAFR_0K00650	XP_003959555.1
KAFR_0K00660	XP_003959556.1
KAFR_0K00670	XP_003959557.1
KAFR_0K00680	XP_003959558.1
KAFR_0K00690	XP_003959559.1
KAFR_0K00700	XP_003959560.1
KAFR_0K00710	XP_003959561.1
KAFR_0K00720	XP_003959562.1
KAFR_0K00730	XP_003959563.1
KAFR_0K00740	XP_003959564.1
KAFR_0K00750	XP_003959565.1
KAFR_0K00760	XP_003959566.1
KAFR_0K00770	XP_003959567.1
KAFR_0K00780	XP_003959568.1
KAFR_0K00790	XP_003959569.1
KAFR_0K00800	XP_003959570.1
KAFR_0K00810	XP_003959571.1
KAFR_0K00820	XP_003959572.1
KAFR_0K00830	XP_003959573.1
KAFR_0K00840	XP_003959574.1
KAFR_0K00850	XP_003959575.1
KAFR_0K00860	XP_003959576.1
KAFR_0K00865	XP_003959577.1
KAFR_0K00870	XP_003959578.1
KAFR_0K00880	XP_003959579.1
KAFR_0K00890	XP_003959580.1
KAFR_0K00900	XP_003959581.1
KAFR_0K00910	XP_003959582.1
KAFR_0K00920	XP_003959583.1
KAFR_0K00930	XP_003959584.1
KAFR_0K00940	XP_003959585.1
KAFR_0K00950	XP_003959586.1
KAFR_0K00960	XP_003959587.1
KAFR_0K00970	XP_003959588.1
KAFR_0K00980	XP_003959589.1
KAFR_0K00990	XP_003959590.1
KAFR_0K01000	XP_003959591.1
KAFR_0K01010	XP_003959592.1
KAFR_0K01020	XP_003959593.1
KAFR_0K01030	XP_003959594.1
KAFR_0K01040	XP_003959595.1
KAFR_0K01050	XP_003959596.1
KAFR_0K01060	XP_003959597.1
KAFR_0K01070	XP_003959598.1
KAFR_0K01090	XP_003959599.1
KAFR_0K01100	XP_003959600.1
KAFR_0K01110	XP_003959601.1
KAFR_0K01120	XP_003959602.1
KAFR_0K01130	XP_003959603.1
KAFR_0K01130	XP_003959603.1
KAFR_0K01140	XP_003959604.1
KAFR_0K01150	XP_003959605.1
KAFR_0K01160	XP_003959606.1
KAFR_0K01170	XP_003959607.1
KAFR_0K01180	XP_003959608.1
KAFR_0K01190	XP_003959609.1
KAFR_0K01190	XP_003959609.1
KAFR_0K01200	XP_003959610.1
KAFR_0K01210	XP_003959611.1
KAFR_0K01220	XP_003959612.1
KAFR_0K01230	XP_003959613.1
KAFR_0K01240	XP_003959614.1
KAFR_0K01260	XP_003959615.1
KAFR_0K01270	XP_003959616.1
KAFR_0K01280	XP_003959617.1
KAFR_0K01290	XP_003959618.1
KAFR_0K01300	XP_003959619.1
KAFR_0K01310	XP_003959620.1
KAFR_0K01320	XP_003959621.1
KAFR_0K01330	XP_003959622.1
KAFR_0K01340	XP_003959623.1
KAFR_0K01350	XP_003959624.1
KAFR_0K01360	XP_003959625.1
KAFR_0K01370	XP_003959626.1
KAFR_0K01380	XP_003959627.1
KAFR_0K01390	XP_003959628.1
KAFR_0K01400	XP_003959629.1
KAFR_0K01410	XP_003959630.1
KAFR_0K01420	XP_003959631.1
KAFR_0K01430	XP_003959632.1
KAFR_0K01440	XP_003959633.1
KAFR_0K01450	XP_003959634.1
KAFR_0K01460	XP_003959635.1
KAFR_0K01470	XP_003959636.1
KAFR_0K01480	XP_003959637.1
KAFR_0K01490	XP_003959638.1
KAFR_0K01500	XP_003959639.1
KAFR_0K01510	XP_003959640.1
KAFR_0K01520	XP_003959641.1
KAFR_0K01530	XP_003959642.1
KAFR_0K01540	XP_003959643.1
KAFR_0K01550	XP_003959644.1
KAFR_0K01560	XP_003959645.1
KAFR_0K01570	XP_003959646.1
KAFR_0K01580	XP_003959647.1
KAFR_0K01590	XP_003959648.1
KAFR_0K01600	XP_003959649.1
KAFR_0K01610	XP_003959650.1
KAFR_0K01620	XP_003959651.1
KAFR_0K01630	XP_003959652.1
KAFR_0K01640	XP_003959653.1
KAFR_0K01650	XP_003959654.1
KAFR_0K01660	XP_003959655.1
KAFR_0K01670	XP_003959656.1
KAFR_0K01680	XP_003959657.1
KAFR_0K01690	XP_003959658.1
KAFR_0K01700	XP_003959659.1
KAFR_0K01710	XP_003959660.1
KAFR_0K01720	XP_003959661.1
KAFR_0K01730	XP_003959662.1
KAFR_0K01740	XP_003959663.1
KAFR_0K01750	XP_003959664.1
KAFR_0K01760	XP_003959665.1
KAFR_0K01770	XP_003959666.1
KAFR_0K01780	XP_003959667.1
KAFR_0K01780	XP_003959667.1
KAFR_0K01790	XP_003959668.1
KAFR_0K01800	XP_003959669.1
KAFR_0K01810	XP_003959670.1
KAFR_0K01820	XP_003959671.1
KAFR_0K01830	XP_003959672.1
KAFR_0K01840	XP_003959673.1
KAFR_0K01850	XP_003959674.1
KAFR_0K01860	XP_003959675.1
KAFR_0K01870	XP_003959676.1
KAFR_0K01880	XP_003959677.1
KAFR_0K01890	XP_003959678.1
KAFR_0K01900	XP_003959679.1
KAFR_0K01910	XP_003959680.1
KAFR_0K01920	XP_003959681.1
KAFR_0K01930	XP_003959682.1
KAFR_0K01940	XP_003959683.1
KAFR_0K01950	XP_003959684.1
KAFR_0K01960	XP_003959685.1
KAFR_0K01970	XP_003959686.1
KAFR_0K01980	XP_003959687.1
KAFR_0K01990	XP_003959688.1
KAFR_0K01990	XP_003959688.1
KAFR_0K02000	XP_003959689.1
KAFR_0K02010	XP_003959690.1
KAFR_0K02020	XP_003959691.1
KAFR_0K02030	XP_003959692.1
KAFR_0K02030	XP_003959692.1
KAFR_0K02040	XP_003959693.1
KAFR_0K02050	XP_003959694.1
KAFR_0K02060	XP_003959695.1
KAFR_0K02070	XP_003959696.1
KAFR_0K02080	XP_003959697.1
KAFR_0K02090	XP_003959698.1
KAFR_0K02090	XP_003959698.1
KAFR_0K02100	XP_003959699.1
KAFR_0K02110	XP_003959700.1
KAFR_0K02120	XP_003959701.1
KAFR_0K02130	XP_003959702.1
KAFR_0K02140	XP_003959703.1
KAFR_0K02150	XP_003959704.1
KAFR_0K02160	XP_003959705.1
KAFR_0K02170	XP_003959706.1
KAFR_0K02180	XP_003959707.1
KAFR_0K02190	XP_003959708.1
KAFR_0K02200	XP_003959709.1
KAFR_0K02210	XP_003959710.1
KAFR_0K02220	XP_003959711.1
KAFR_0K02230	XP_003959712.1
KAFR_0K02240	XP_003959713.1
KAFR_0K02250	XP_003959714.1
KAFR_0K02260	XP_003959715.1
KAFR_0K02270	XP_003959716.1
KAFR_0K02280	XP_003959717.1
KAFR_0K02290	XP_003959718.1
KAFR_0K02295	XP_003959719.1
KAFR_0K02300	XP_003959720.1
KAFR_0K02310	XP_003959721.1
KAFR_0K02320	XP_003959722.1
KAFR_0K02330	XP_003959723.1
KAFR_0K02340	XP_003959724.1
KAFR_0K02350	XP_003959725.1
KAFR_0K02360	XP_003959726.1
KAFR_0K02370	XP_003959727.1
KAFR_0K02380	XP_003959728.1
KAFR_0K02385	XP_003959729.1
KAFR_0K02390	XP_003959730.1
KAFR_0K02400	XP_003959731.1
KAFR_0K02410	XP_003959732.1
KAFR_0K02420	XP_003959733.1
KAFR_0K02430	XP_003959734.1
KAFR_0K02440	XP_003959735.1
KAFR_0K02450	XP_003959736.1
KAFR_0K02450	XP_003959736.1
KAFR_0K02460	XP_003959737.1
KAFR_0K02470	XP_003959738.1
KAFR_0K02480	XP_003959739.1
KAFR_0K02490	XP_003959740.1
KAFR_0K02500	XP_003959741.1
KAFR_0K02510	XP_003959742.1
KAFR_0K02520	XP_003959743.1
KAFR_0K02530	XP_003959744.1
KAFR_0K02540	XP_003959745.1
KAFR_0K02550	XP_003959746.1
KAFR_0K02560	XP_003959747.1
KAFR_0K02570	XP_003959748.1
KAFR_0K02580	XP_003959749.1
KAFR_0K02590	XP_003959750.1
KAFR_0K02600	XP_003959751.1
KAFR_0K02610	XP_003959752.1
KAFR_0L00100	XP_003959753.1
KAFR_0L00110	XP_003959754.1
KAFR_0L00120	XP_003959755.1
KAFR_0L00140	XP_003959756.1
KAFR_0L00150	XP_003959757.1
KAFR_0L00160	XP_003959758.1
KAFR_0L00170	XP_003959759.1
KAFR_0L00180	XP_003959760.1
KAFR_0L00180	XP_003959760.1
KAFR_0L00190	XP_003959761.1
KAFR_0L00200	XP_003959762.1
KAFR_0L00210	XP_003959763.1
KAFR_0L00220	XP_003959764.1
KAFR_0L00230	XP_003959765.1
KAFR_0L00240	XP_003959766.1
KAFR_0L00250	XP_003959767.1
KAFR_0L00260	XP_003959768.1
KAFR_0L00270	XP_003959769.1
KAFR_0L00280	XP_003959770.1
KAFR_0L00290	XP_003959771.1
KAFR_0L00300	XP_003959772.1
KAFR_0L00310	XP_003959773.1
KAFR_0L00320	XP_003959774.1
KAFR_0L00330	XP_003959775.1
KAFR_0L00340	XP_003959776.1
KAFR_0L00350	XP_003959777.1
KAFR_0L00360	XP_003959778.1
KAFR_0L00370	XP_003959779.1
KAFR_0L00380	XP_003959780.1
KAFR_0L00390	XP_003959781.1
KAFR_0L00400	XP_003959782.1
KAFR_0L00410	XP_003959783.1
KAFR_0L00420	XP_003959784.1
KAFR_0L00430	XP_003959785.1
KAFR_0L00440	XP_003959786.1
KAFR_0L00450	XP_003959787.1
KAFR_0L00460	XP_003959788.1
KAFR_0L00470	XP_003959789.1
KAFR_0L00480	XP_003959790.1
KAFR_0L00480	XP_003959790.1
KAFR_0L00490	XP_003959791.1
KAFR_0L00500	XP_003959792.1
KAFR_0L00510	XP_003959793.1
KAFR_0L00520	XP_003959794.1
KAFR_0L00530	XP_003959795.1
KAFR_0L00540	XP_003959796.1
KAFR_0L00550	XP_003959797.1
KAFR_0L00560	XP_003959798.1
KAFR_0L00570	XP_003959799.1
KAFR_0L00570	XP_003959799.1
KAFR_0L00580	XP_003959800.1
KAFR_0L00590	XP_003959801.1
KAFR_0L00600	XP_003959802.1
KAFR_0L00610	XP_003959803.1
KAFR_0L00620	XP_003959804.1
KAFR_0L00630	XP_003959805.1
KAFR_0L00640	XP_003959806.1
KAFR_0L00640	XP_003959806.1
KAFR_0L00650	XP_003959807.1
KAFR_0L00660	XP_003959808.1
KAFR_0L00670	XP_003959809.1
KAFR_0L00680	XP_003959810.1
KAFR_0L00690	XP_003959811.1
KAFR_0L00700	XP_003959812.1
KAFR_0L00700	XP_003959812.1
KAFR_0L00710	XP_003959813.1
KAFR_0L00720	XP_003959814.1
KAFR_0L00730	XP_003959815.1
KAFR_0L00740	XP_003959816.1
KAFR_0L00750	XP_003959817.1
KAFR_0L00760	XP_003959818.1
KAFR_0L00770	XP_003959819.1
KAFR_0L00780	XP_003959820.1
KAFR_0L00790	XP_003959821.1
KAFR_0L00800	XP_003959822.1
KAFR_0L00805	XP_003959823.1
KAFR_0L00810	XP_003959824.1
KAFR_0L00820	XP_003959825.1
KAFR_0L00830	XP_003959826.1
KAFR_0L00840	XP_003959827.1
KAFR_0L00850	XP_003959828.1
KAFR_0L00850	XP_003959828.1
KAFR_0L00860	XP_003959829.1
KAFR_0L00870	XP_003959830.1
KAFR_0L00880	XP_003959831.1
KAFR_0L00890	XP_003959832.1
KAFR_0L00900	XP_003959833.1
KAFR_0L00910	XP_003959834.1
KAFR_0L00920	XP_003959835.1
KAFR_0L00930	XP_003959836.1
KAFR_0L00940	XP_003959837.1
KAFR_0L00950	XP_003959838.1
KAFR_0L00960	XP_003959839.1
KAFR_0L00970	XP_003959840.1
KAFR_0L00980	XP_003959841.1
KAFR_0L00990	XP_003959842.1
KAFR_0L01000	XP_003959843.1
KAFR_0L01010	XP_003959844.1
KAFR_0L01020	XP_003959845.1
KAFR_0L01030	XP_003959846.1
KAFR_0L01040	XP_003959847.1
KAFR_0L01050	XP_003959848.1
KAFR_0L01050	XP_003959848.1
KAFR_0L01060	XP_003959849.1
KAFR_0L01060	XP_003959849.1
KAFR_0L01060	XP_003959849.1
KAFR_0L01070	XP_003959850.1
KAFR_0L01080	XP_003959851.1
KAFR_0L01090	XP_003959852.1
KAFR_0L01100	XP_003959853.1
KAFR_0L01110	XP_003959854.1
KAFR_0L01120	XP_003959855.1
KAFR_0L01130	XP_003959856.1
KAFR_0L01140	XP_003959857.1
KAFR_0L01150	XP_003959858.1
KAFR_0L01160	XP_003959859.1
KAFR_0L01170	XP_003959860.1
KAFR_0L01180	XP_003959861.1
KAFR_0L01190	XP_003959862.1
KAFR_0L01200	XP_003959863.1
KAFR_0L01210	XP_003959864.1
KAFR_0L01220	XP_003959865.1
KAFR_0L01230	XP_003959866.1
KAFR_0L01230	XP_003959866.1
KAFR_0L01240	XP_003959867.1
KAFR_0L01250	XP_003959868.1
KAFR_0L01260	XP_003959870.1
KAFR_0L01270	XP_003959871.1
KAFR_0L01280	XP_003959872.1
KAFR_0L01290	XP_003959873.1
KAFR_0L01300	XP_003959874.1
KAFR_0L01310	XP_003959875.1
KAFR_0L01320	XP_003959876.1
KAFR_0L01330	XP_003959877.1
KAFR_0L01340	XP_003959878.1
KAFR_0L01350	XP_003959879.1
KAFR_0L01360	XP_003959880.1
KAFR_0L01370	XP_003959881.1
KAFR_0L01380	XP_003959882.1
KAFR_0L01390	XP_003959883.1
KAFR_0L01400	XP_003959884.1
KAFR_0L01410	XP_003959885.1
KAFR_0L01410	XP_003959885.1
KAFR_0L01420	XP_003959886.1
KAFR_0L01430	XP_003959887.1
KAFR_0L01440	XP_003959888.1
KAFR_0L01450	XP_003959889.1
KAFR_0L01460	XP_003959890.1
KAFR_0L01470	XP_003959891.1
KAFR_0L01475	XP_003959892.1
KAFR_0L01480	XP_003959893.1
KAFR_0L01490	XP_003959894.1
KAFR_0L01500	XP_003959895.1
KAFR_0L01500	XP_003959895.1
KAFR_0L01510	XP_003959896.1
KAFR_0L01520	XP_003959897.1
KAFR_0L01530	XP_003959898.1
KAFR_0L01540	XP_003959899.1
KAFR_0L01550	XP_003959900.1
KAFR_0L01560	XP_003959901.1
KAFR_0L01570	XP_003959902.1
KAFR_0L01580	XP_003959903.1
KAFR_0L01590	XP_003959904.1
KAFR_0L01600	XP_003959905.1
KAFR_0L01610	XP_003959906.1
KAFR_0L01620	XP_003959907.1
KAFR_0L01630	XP_003959908.1
KAFR_0L01640	XP_003959909.1
KAFR_0L01650	XP_003959910.1
KAFR_0L01660	XP_003959911.1
KAFR_0L01670	XP_003959912.1
KAFR_0L01680	XP_003959913.1
KAFR_0L01680	XP_003959913.1
KAFR_0L01690	XP_003959914.1
KAFR_0L01700	XP_003959915.1
KAFR_0L01710	XP_003959916.1
KAFR_0L01720	XP_003959917.1
KAFR_0L01730	XP_003959918.1
KAFR_0L01740	XP_003959919.1
KAFR_0L01750	XP_003959920.1
KAFR_0L01760	XP_003959921.1
KAFR_0L01770	XP_003959922.1
KAFR_0L01780	XP_003959923.1
KAFR_0L01790	XP_003959924.1
KAFR_0L01800	XP_003959925.1
KAFR_0L01810	XP_003959926.1
KAFR_0L01820	XP_003959927.1
KAFR_0L01830	XP_003959928.1
KAFR_0L01840	XP_003959929.1
KAFR_0L01850	XP_003959930.1
KAFR_0L01860	XP_003959931.1
KAFR_0L01870	XP_003959932.1
KAFR_0L01880	XP_003959933.1
KAFR_0L01890	XP_003959934.1
KAFR_0L01900	XP_003959935.1
KAFR_0L01910	XP_003959936.1
KAFR_0L01920	XP_003959937.1
KAFR_0L01920	XP_003959937.1
KAFR_0L01930	XP_003959938.1
KAFR_0L01940	XP_003959939.1
KAFR_0L01945	XP_003959940.1
KAFR_0L01950	XP_003959941.1
KAFR_0L01960	XP_003959942.1
KAFR_0L01970	XP_003959943.1
KAFR_0L01980	XP_003959944.1
KAFR_0L01990	XP_003959945.1
KAFR_0L02000	XP_003959946.1
KAFR_0L02010	XP_003959947.1
KAFR_0L02020	XP_003959948.1
KAFR_0L02020	XP_003959948.1
KAFR_0L02030	XP_003959949.1
KAFR_0L02040	XP_003959950.1
KAFR_0L02050	XP_003959951.1
KAFR_0L02060	XP_003959952.1
KAFR_0L02070	XP_003959953.1
KAFR_0L02080	XP_003959954.1
KAFR_0L02090	XP_003959955.1
KAFR_0L02100	XP_003959956.1
KAFR_0L02100	XP_003959956.1
KAFR_0L02110	XP_003959957.1
KAFR_0L02120	XP_003959958.1
KAFR_0L02130	XP_003959959.1
KAFR_0L02140	XP_003959960.1
